AcademicYear,AggregateLevel,CountyCode,DistrictCode,SchoolCode,CountyName,DistrictName,SchoolName,CharterYN,ReportingCategory,CumulativeEnrollment,Total Suspensions,Unduplicated Count of Students Suspended (Total),Unduplicated Count of Students Suspended (Defiance-Only),Suspension Rate (Total),Suspension Count Violent Incident (Injury),Suspension Count Violent Incident (No Injury),Suspension Count Weapons Possession,Suspension Count Illicit Drug-Related,Suspension Count Defiance-Only,Suspension Count Other Reasons
2024-25,S,30,73650,6100879,Orange,Irvine Unified,Sierra Vista Middle,No,SD,99,6,3,0,3.0,0,5,0,0,0,1
2024-25,S,30,73650,6100879,Orange,Irvine Unified,Sierra Vista Middle,No,SE,133,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6100879,Orange,Irvine Unified,Sierra Vista Middle,No,SF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6100879,Orange,Irvine Unified,Sierra Vista Middle,No,SS,238,2,2,0,0.8,0,2,0,0,0,0
2024-25,S,30,73650,6100879,Orange,Irvine Unified,Sierra Vista Middle,No,TA,1321,11,8,0,0.6,0,8,0,2,0,1
2024-25,S,30,73650,141119,Orange,Irvine Unified,Solis Park,No,GF,476,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,141119,Orange,Irvine Unified,Solis Park,No,GM,568,12,11,0,1.9,2,10,0,0,0,0
2024-25,S,30,73650,141119,Orange,Irvine Unified,Solis Park,No,RA,711,4,4,0,0.6,0,4,0,0,0,0
2024-25,S,30,73650,141119,Orange,Irvine Unified,Solis Park,No,RB,22,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,141119,Orange,Irvine Unified,Solis Park,No,RD,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,141119,Orange,Irvine Unified,Solis Park,No,RF,13,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,141119,Orange,Irvine Unified,Solis Park,No,RH,90,1,1,0,1.1,0,1,0,0,0,0
2024-25,S,30,73650,141119,Orange,Irvine Unified,Solis Park,No,RI,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,141119,Orange,Irvine Unified,Solis Park,No,RP,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,141119,Orange,Irvine Unified,Solis Park,No,RT,56,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,141119,Orange,Irvine Unified,Solis Park,No,RW,140,7,6,0,4.3,2,5,0,0,0,0
2024-25,S,30,73650,141119,Orange,Irvine Unified,Solis Park,No,SD,116,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,141119,Orange,Irvine Unified,Solis Park,No,SE,217,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,141119,Orange,Irvine Unified,Solis Park,No,SS,206,8,7,0,3.4,2,6,0,0,0,0
2024-25,S,30,73650,141119,Orange,Irvine Unified,Solis Park,No,TA,1044,12,11,0,1.1,2,10,0,0,0,0
2024-25,S,30,73650,6111876,Orange,Irvine Unified,South Lake Middle,No,GF,317,3,2,0,0.6,0,1,0,2,0,0
2024-25,S,30,73650,6111876,Orange,Irvine Unified,South Lake Middle,No,GM,368,12,8,0,2.2,0,7,1,4,0,0
2024-25,S,30,73650,6111876,Orange,Irvine Unified,South Lake Middle,No,RA,232,3,1,0,0.4,0,3,0,0,0,0
2024-25,S,30,73650,6111876,Orange,Irvine Unified,South Lake Middle,No,RB,28,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6111876,Orange,Irvine Unified,South Lake Middle,No,RD,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6111876,Orange,Irvine Unified,South Lake Middle,No,RF,15,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6111876,Orange,Irvine Unified,South Lake Middle,No,RH,116,5,4,0,3.4,0,1,1,3,0,0
2024-25,S,30,73650,6111876,Orange,Irvine Unified,South Lake Middle,No,RI,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6111876,Orange,Irvine Unified,South Lake Middle,No,RP,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6111876,Orange,Irvine Unified,South Lake Middle,No,RT,69,4,3,0,4.3,0,2,0,2,0,0
2024-25,S,30,73650,6111876,Orange,Irvine Unified,South Lake Middle,No,RW,220,3,2,0,0.9,0,2,0,1,0,0
2024-25,S,30,73650,6111876,Orange,Irvine Unified,South Lake Middle,No,SD,91,11,6,0,6.6,0,6,0,5,0,0
2024-25,S,30,73650,6111876,Orange,Irvine Unified,South Lake Middle,No,SE,110,2,1,0,0.9,0,0,0,2,0,0
2024-25,S,30,73650,6111876,Orange,Irvine Unified,South Lake Middle,No,SF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6111876,Orange,Irvine Unified,South Lake Middle,No,SH,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6111876,Orange,Irvine Unified,South Lake Middle,No,SS,275,10,6,0,2.2,0,6,0,4,0,0
2024-25,S,30,73650,6111876,Orange,Irvine Unified,South Lake Middle,No,TA,685,15,10,0,1.5,0,8,1,6,0,0
2024-25,S,30,73650,6107502,Orange,Irvine Unified,Springbrook Elementary,No,GF,270,1,1,0,0.4,0,1,0,0,0,0
2024-25,S,30,73650,6107502,Orange,Irvine Unified,Springbrook Elementary,No,GM,306,7,7,0,2.3,0,7,0,0,0,0
2024-25,S,30,73650,6107502,Orange,Irvine Unified,Springbrook Elementary,No,GX,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6107502,Orange,Irvine Unified,Springbrook Elementary,No,RA,218,2,2,0,0.9,0,2,0,0,0,0
2024-25,S,30,73650,6107502,Orange,Irvine Unified,Springbrook Elementary,No,RB,12,2,2,0,16.7,0,2,0,0,0,0
2024-25,S,30,73650,6107502,Orange,Irvine Unified,Springbrook Elementary,No,RD,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6107502,Orange,Irvine Unified,Springbrook Elementary,No,RF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6107502,Orange,Irvine Unified,Springbrook Elementary,No,RH,108,3,3,0,2.8,0,3,0,0,0,0
2024-25,S,30,73650,6107502,Orange,Irvine Unified,Springbrook Elementary,No,RI,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6107502,Orange,Irvine Unified,Springbrook Elementary,No,RP,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6107502,Orange,Irvine Unified,Springbrook Elementary,No,RT,54,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6107502,Orange,Irvine Unified,Springbrook Elementary,No,RW,178,1,1,0,0.6,0,1,0,0,0,0
2024-25,S,30,73650,6107502,Orange,Irvine Unified,Springbrook Elementary,No,SD,120,2,2,0,1.7,0,2,0,0,0,0
2024-25,S,30,73650,6107502,Orange,Irvine Unified,Springbrook Elementary,No,SE,116,3,3,0,2.6,0,3,0,0,0,0
2024-25,S,30,73650,6107502,Orange,Irvine Unified,Springbrook Elementary,No,SF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6107502,Orange,Irvine Unified,Springbrook Elementary,No,SH,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6107502,Orange,Irvine Unified,Springbrook Elementary,No,SS,187,4,4,0,2.1,0,4,0,0,0,0
2024-25,S,30,73650,6107502,Orange,Irvine Unified,Springbrook Elementary,No,TA,577,8,8,0,1.4,0,8,0,0,0,0
2024-25,S,30,73650,6096200,Orange,Irvine Unified,Stone Creek Elementary,No,GF,255,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6096200,Orange,Irvine Unified,Stone Creek Elementary,No,GM,296,9,5,0,1.7,0,7,0,0,0,2
2024-25,S,30,73650,6096200,Orange,Irvine Unified,Stone Creek Elementary,No,RA,224,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6096200,Orange,Irvine Unified,Stone Creek Elementary,No,RB,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6096200,Orange,Irvine Unified,Stone Creek Elementary,No,RD,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6096200,Orange,Irvine Unified,Stone Creek Elementary,No,RF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6096200,Orange,Irvine Unified,Stone Creek Elementary,No,RH,78,1,1,0,1.3,0,0,0,0,0,1
2024-25,S,30,73650,6096200,Orange,Irvine Unified,Stone Creek Elementary,No,RI,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6096200,Orange,Irvine Unified,Stone Creek Elementary,No,RP,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6096200,Orange,Irvine Unified,Stone Creek Elementary,No,RT,72,2,2,0,2.8,0,2,0,0,0,0
2024-25,S,30,73650,6096200,Orange,Irvine Unified,Stone Creek Elementary,No,RW,163,6,2,0,1.2,0,5,0,0,0,1
2024-25,S,30,73650,6096200,Orange,Irvine Unified,Stone Creek Elementary,No,SD,93,7,3,0,3.2,0,6,0,0,0,1
2024-25,S,30,73650,6096200,Orange,Irvine Unified,Stone Creek Elementary,No,SE,88,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6096200,Orange,Irvine Unified,Stone Creek Elementary,No,SF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6096200,Orange,Irvine Unified,Stone Creek Elementary,No,SH,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6096200,Orange,Irvine Unified,Stone Creek Elementary,No,SS,108,7,3,0,2.8,0,5,0,0,0,2
2024-25,S,30,73650,6096200,Orange,Irvine Unified,Stone Creek Elementary,No,TA,551,9,5,0,0.9,0,7,0,0,0,2
2024-25,S,30,73650,6096192,Orange,Irvine Unified,Stonegate Elementary,No,GF,519,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6096192,Orange,Irvine Unified,Stonegate Elementary,No,GM,567,1,1,0,0.2,0,1,0,0,0,0
2024-25,S,30,73650,6096192,Orange,Irvine Unified,Stonegate Elementary,No,RA,775,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6096192,Orange,Irvine Unified,Stonegate Elementary,No,RB,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6096192,Orange,Irvine Unified,Stonegate Elementary,No,RD,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6096192,Orange,Irvine Unified,Stonegate Elementary,No,RF,15,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6096192,Orange,Irvine Unified,Stonegate Elementary,No,RH,69,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6096192,Orange,Irvine Unified,Stonegate Elementary,No,RI,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6096192,Orange,Irvine Unified,Stonegate Elementary,No,RP,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6096192,Orange,Irvine Unified,Stonegate Elementary,No,RT,81,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6096192,Orange,Irvine Unified,Stonegate Elementary,No,RW,133,1,1,0,0.8,0,1,0,0,0,0
2024-25,S,30,73650,6096192,Orange,Irvine Unified,Stonegate Elementary,No,SD,86,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6096192,Orange,Irvine Unified,Stonegate Elementary,No,SE,230,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6096192,Orange,Irvine Unified,Stonegate Elementary,No,SF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6096192,Orange,Irvine Unified,Stonegate Elementary,No,SS,191,1,1,0,0.5,0,1,0,0,0,0
2024-25,S,30,73650,6096192,Orange,Irvine Unified,Stonegate Elementary,No,TA,1086,1,1,0,0.1,0,1,0,0,0,0
2024-25,S,30,73650,6068647,Orange,Irvine Unified,Turtle Rock Elementary,No,GF,440,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6068647,Orange,Irvine Unified,Turtle Rock Elementary,No,GM,515,17,5,0,1.0,0,16,1,0,0,0
2024-25,S,30,73650,6068647,Orange,Irvine Unified,Turtle Rock Elementary,No,RA,507,1,1,0,0.2,0,1,0,0,0,0
2024-25,S,30,73650,6068647,Orange,Irvine Unified,Turtle Rock Elementary,No,RB,23,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6068647,Orange,Irvine Unified,Turtle Rock Elementary,No,RD,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6068647,Orange,Irvine Unified,Turtle Rock Elementary,No,RF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6068647,Orange,Irvine Unified,Turtle Rock Elementary,No,RH,127,14,2,0,1.6,0,13,1,0,0,0
2024-25,S,30,73650,6068647,Orange,Irvine Unified,Turtle Rock Elementary,No,RI,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6068647,Orange,Irvine Unified,Turtle Rock Elementary,No,RP,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6068647,Orange,Irvine Unified,Turtle Rock Elementary,No,RT,81,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6068647,Orange,Irvine Unified,Turtle Rock Elementary,No,RW,211,2,2,0,0.9,0,2,0,0,0,0
2024-25,S,30,73650,6068647,Orange,Irvine Unified,Turtle Rock Elementary,No,SD,130,8,3,0,2.3,0,7,1,0,0,0
2024-25,S,30,73650,6068647,Orange,Irvine Unified,Turtle Rock Elementary,No,SE,186,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6068647,Orange,Irvine Unified,Turtle Rock Elementary,No,SF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6068647,Orange,Irvine Unified,Turtle Rock Elementary,No,SH,26,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6068647,Orange,Irvine Unified,Turtle Rock Elementary,No,SS,236,15,3,0,1.3,0,14,1,0,0,0
2024-25,S,30,73650,6068647,Orange,Irvine Unified,Turtle Rock Elementary,No,TA,955,17,5,0,0.5,0,16,1,0,0,0
2024-25,S,30,73650,3035102,Orange,Irvine Unified,University High,No,GF,1095,13,12,0,1.1,1,2,1,8,0,1
2024-25,S,30,73650,3035102,Orange,Irvine Unified,University High,No,GM,1300,17,13,0,1.0,7,5,0,3,0,2
2024-25,S,30,73650,3035102,Orange,Irvine Unified,University High,No,GX,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,3035102,Orange,Irvine Unified,University High,No,RA,1006,6,6,0,0.6,0,1,1,2,0,2
2024-25,S,30,73650,3035102,Orange,Irvine Unified,University High,No,RB,64,9,5,0,7.8,4,2,0,3,0,0
2024-25,S,30,73650,3035102,Orange,Irvine Unified,University High,No,RD,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,3035102,Orange,Irvine Unified,University High,No,RF,55,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,3035102,Orange,Irvine Unified,University High,No,RH,294,4,3,0,1.0,1,2,0,1,0,0
2024-25,S,30,73650,3035102,Orange,Irvine Unified,University High,No,RI,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,3035102,Orange,Irvine Unified,University High,No,RP,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,3035102,Orange,Irvine Unified,University High,No,RT,214,2,2,0,0.9,2,0,0,0,0,0
2024-25,S,30,73650,3035102,Orange,Irvine Unified,University High,No,RW,756,9,9,0,1.2,1,2,0,5,0,1
2024-25,S,30,73650,3035102,Orange,Irvine Unified,University High,No,SD,168,9,6,0,3.6,4,4,0,1,0,0
2024-25,S,30,73650,3035102,Orange,Irvine Unified,University High,No,SE,190,3,3,0,1.6,0,1,0,2,0,0
2024-25,S,30,73650,3035102,Orange,Irvine Unified,University High,No,SF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,3035102,Orange,Irvine Unified,University High,No,SH,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,3035102,Orange,Irvine Unified,University High,No,SS,624,22,17,0,2.7,5,6,1,9,0,1
2024-25,S,30,73650,3035102,Orange,Irvine Unified,University High,No,TA,2398,30,25,0,1.0,8,7,1,11,0,3
2024-25,S,30,73650,6030191,Orange,Irvine Unified,University Park Elementary,No,GF,283,2,2,0,0.7,0,2,0,0,0,0
2024-25,S,30,73650,6030191,Orange,Irvine Unified,University Park Elementary,No,GM,278,3,3,0,1.1,0,3,0,0,0,0
2024-25,S,30,73650,6030191,Orange,Irvine Unified,University Park Elementary,No,RA,198,1,1,0,0.5,0,1,0,0,0,0
2024-25,S,30,73650,6030191,Orange,Irvine Unified,University Park Elementary,No,RB,24,1,1,0,4.2,0,1,0,0,0,0
2024-25,S,30,73650,6030191,Orange,Irvine Unified,University Park Elementary,No,RD,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6030191,Orange,Irvine Unified,University Park Elementary,No,RF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6030191,Orange,Irvine Unified,University Park Elementary,No,RH,122,1,1,0,0.8,0,1,0,0,0,0
2024-25,S,30,73650,6030191,Orange,Irvine Unified,University Park Elementary,No,RI,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6030191,Orange,Irvine Unified,University Park Elementary,No,RP,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6030191,Orange,Irvine Unified,University Park Elementary,No,RT,60,1,1,0,1.7,0,1,0,0,0,0
2024-25,S,30,73650,6030191,Orange,Irvine Unified,University Park Elementary,No,RW,144,1,1,0,0.7,0,1,0,0,0,0
2024-25,S,30,73650,6030191,Orange,Irvine Unified,University Park Elementary,No,SD,85,1,1,0,1.2,0,1,0,0,0,0
2024-25,S,30,73650,6030191,Orange,Irvine Unified,University Park Elementary,No,SE,144,1,1,0,0.7,0,1,0,0,0,0
2024-25,S,30,73650,6030191,Orange,Irvine Unified,University Park Elementary,No,SF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6030191,Orange,Irvine Unified,University Park Elementary,No,SH,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6030191,Orange,Irvine Unified,University Park Elementary,No,SS,221,2,2,0,0.9,0,2,0,0,0,0
2024-25,S,30,73650,6030191,Orange,Irvine Unified,University Park Elementary,No,TA,561,5,5,0,0.9,0,5,0,0,0,0
2024-25,S,30,73650,6095137,Orange,Irvine Unified,Venado Middle,No,GF,260,1,1,0,0.4,0,1,0,0,0,0
2024-25,S,30,73650,6095137,Orange,Irvine Unified,Venado Middle,No,GM,262,9,7,0,2.7,2,7,0,0,0,0
2024-25,S,30,73650,6095137,Orange,Irvine Unified,Venado Middle,No,GX,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6095137,Orange,Irvine Unified,Venado Middle,No,RA,256,1,1,0,0.4,0,1,0,0,0,0
2024-25,S,30,73650,6095137,Orange,Irvine Unified,Venado Middle,No,RB,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6095137,Orange,Irvine Unified,Venado Middle,No,RD,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6095137,Orange,Irvine Unified,Venado Middle,No,RF,15,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6095137,Orange,Irvine Unified,Venado Middle,No,RH,84,5,4,0,4.8,0,5,0,0,0,0
2024-25,S,30,73650,6095137,Orange,Irvine Unified,Venado Middle,No,RI,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6095137,Orange,Irvine Unified,Venado Middle,No,RP,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6095137,Orange,Irvine Unified,Venado Middle,No,RT,51,1,1,0,2.0,0,1,0,0,0,0
2024-25,S,30,73650,6095137,Orange,Irvine Unified,Venado Middle,No,RW,104,3,2,0,1.9,2,1,0,0,0,0
2024-25,S,30,73650,6095137,Orange,Irvine Unified,Venado Middle,No,SD,74,8,6,0,8.1,2,6,0,0,0,0
2024-25,S,30,73650,6095137,Orange,Irvine Unified,Venado Middle,No,SE,53,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6095137,Orange,Irvine Unified,Venado Middle,No,SH,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6095137,Orange,Irvine Unified,Venado Middle,No,SS,122,3,2,0,1.6,0,3,0,0,0,0
2024-25,S,30,73650,6095137,Orange,Irvine Unified,Venado Middle,No,TA,523,10,8,0,1.5,2,8,0,0,0,0
2024-25,S,30,73650,6094718,Orange,Irvine Unified,Vista Verde,No,GF,418,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6094718,Orange,Irvine Unified,Vista Verde,No,GM,456,1,1,0,0.2,0,1,0,0,0,0
2024-25,S,30,73650,6094718,Orange,Irvine Unified,Vista Verde,No,GX,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6094718,Orange,Irvine Unified,Vista Verde,No,RA,314,1,1,0,0.3,0,1,0,0,0,0
2024-25,S,30,73650,6094718,Orange,Irvine Unified,Vista Verde,No,RB,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6094718,Orange,Irvine Unified,Vista Verde,No,RD,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6094718,Orange,Irvine Unified,Vista Verde,No,RF,16,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6094718,Orange,Irvine Unified,Vista Verde,No,RH,75,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6094718,Orange,Irvine Unified,Vista Verde,No,RI,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6094718,Orange,Irvine Unified,Vista Verde,No,RP,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6094718,Orange,Irvine Unified,Vista Verde,No,RT,110,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6094718,Orange,Irvine Unified,Vista Verde,No,RW,355,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6094718,Orange,Irvine Unified,Vista Verde,No,SD,71,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6094718,Orange,Irvine Unified,Vista Verde,No,SE,76,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6094718,Orange,Irvine Unified,Vista Verde,No,SS,103,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6094718,Orange,Irvine Unified,Vista Verde,No,TA,875,1,1,0,0.1,0,1,0,0,0,0
2024-25,S,30,73650,6108799,Orange,Irvine Unified,Westpark Elementary,No,GF,481,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6108799,Orange,Irvine Unified,Westpark Elementary,No,GM,466,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6108799,Orange,Irvine Unified,Westpark Elementary,No,RA,442,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6108799,Orange,Irvine Unified,Westpark Elementary,No,RB,29,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6108799,Orange,Irvine Unified,Westpark Elementary,No,RD,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6108799,Orange,Irvine Unified,Westpark Elementary,No,RF,28,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6108799,Orange,Irvine Unified,Westpark Elementary,No,RH,132,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6108799,Orange,Irvine Unified,Westpark Elementary,No,RI,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6108799,Orange,Irvine Unified,Westpark Elementary,No,RP,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6108799,Orange,Irvine Unified,Westpark Elementary,No,RT,92,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6108799,Orange,Irvine Unified,Westpark Elementary,No,RW,218,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6108799,Orange,Irvine Unified,Westpark Elementary,No,SD,88,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6108799,Orange,Irvine Unified,Westpark Elementary,No,SE,176,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6108799,Orange,Irvine Unified,Westpark Elementary,No,SF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6108799,Orange,Irvine Unified,Westpark Elementary,No,SH,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,6108799,Orange,Irvine Unified,Westpark Elementary,No,SS,283,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6108799,Orange,Irvine Unified,Westpark Elementary,No,TA,947,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,3030285,Orange,Irvine Unified,Woodbridge High,No,GF,1078,1,1,0,0.1,0,0,0,1,0,0
2024-25,S,30,73650,3030285,Orange,Irvine Unified,Woodbridge High,No,GM,1222,6,5,0,0.4,0,3,0,2,0,1
2024-25,S,30,73650,3030285,Orange,Irvine Unified,Woodbridge High,No,GX,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,3030285,Orange,Irvine Unified,Woodbridge High,No,RA,835,1,1,0,0.1,0,1,0,0,0,0
2024-25,S,30,73650,3030285,Orange,Irvine Unified,Woodbridge High,No,RB,57,2,1,0,1.8,0,0,0,2,0,0
2024-25,S,30,73650,3030285,Orange,Irvine Unified,Woodbridge High,No,RD,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,3030285,Orange,Irvine Unified,Woodbridge High,No,RF,53,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,3030285,Orange,Irvine Unified,Woodbridge High,No,RH,337,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,3030285,Orange,Irvine Unified,Woodbridge High,No,RI,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,3030285,Orange,Irvine Unified,Woodbridge High,No,RP,11,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,3030285,Orange,Irvine Unified,Woodbridge High,No,RT,235,1,1,0,0.4,0,0,0,0,0,1
2024-25,S,30,73650,3030285,Orange,Irvine Unified,Woodbridge High,No,RW,763,3,3,0,0.4,0,2,0,1,0,0
2024-25,S,30,73650,3030285,Orange,Irvine Unified,Woodbridge High,No,SD,204,2,2,0,1.0,0,2,0,0,0,0
2024-25,S,30,73650,3030285,Orange,Irvine Unified,Woodbridge High,No,SE,187,1,1,0,0.5,0,0,0,1,0,0
2024-25,S,30,73650,3030285,Orange,Irvine Unified,Woodbridge High,No,SF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,3030285,Orange,Irvine Unified,Woodbridge High,No,SH,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73650,3030285,Orange,Irvine Unified,Woodbridge High,No,SS,654,4,4,0,0.6,0,2,0,1,0,1
2024-25,S,30,73650,3030285,Orange,Irvine Unified,Woodbridge High,No,TA,2304,7,6,0,0.3,0,3,0,3,0,1
2024-25,S,30,73650,6085344,Orange,Irvine Unified,Woodbury Elementary,No,GF,583,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,73650,6085344,Orange,Irvine Unified,Woodbury Elementary,No,GM,613,15,12,0,2.0,0,14,1,0,0,0
2024-25,S,30,73650,6085344,Orange,Irvine Unified,Woodbury Elementary,No,RA,672,10,7,0,1.0,0,9,1,0,0,0
2024-25,S,30,73650,6085344,Orange,Irvine Unified,Woodbury Elementary,No,RB,11,1,1,0,9.1,0,1,0,0,0,0
