AcademicYear,AggregateLevel,CountyCode,DistrictCode,SchoolCode,CountyName,DistrictName,SchoolName,CharterSchool,DASS,ReportingCategory,CohortStudents,Regular HS Diploma Graduates (Count),Regular HS Diploma Graduates (Rate),Met UC/CSU Grad Req's (Count),Met UC/CSU Grad Req's (Rate),Seal of Biliteracy (Count),Seal of Biliteracy (Rate),Golden State Seal Merit Diploma (Count),Golden State Seal Merit Diploma (Rate,Graduates Meeting Local Requirements Exemption (Count),Graduates Meeting Local Requirements Exemption (Rate),CPP Completer (Count),CPP Completer (Rate),Adult Ed. HS Diploma (Count),Adult Ed. HS Diploma (Rate),SPED Certificate (Count),SPED Certificate (Rate),GED Completer (Count),GED Completer (Rate),Other Transfer (Count),Other Transfer (Rate),Dropout (Count),Dropout (Rate),Still Enrolled (Count),Still Enrolled (Rate)
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,No,No,SE,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,No,No,SF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,No,No,SH,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,No,No,SS,67,63,94.0,49,77.8,26,41.3,31,49.2,0,0.0,0,0.0,0,0.0,1,1.5,2,3.0,0,0.0,0,0.0,1,1.5
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,No,No,TA,199,194,97.5,168,86.6,97,50.0,125,64.4,0,0.0,0,0.0,0,0.0,1,0.5,2,1.0,0,0.0,1,0.5,1,0.5
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,All,GF,780,754,96.7,477,63.3,233,30.9,324,43.0,10,1.3,0,0.0,0,0.0,6,0.8,1,0.1,1,0.1,12,1.5,6,0.8
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,All,GM,843,786,93.2,379,48.2,140,17.8,257,32.7,12,1.5,1,0.1,0,0.0,17,2.0,1,0.1,4,0.5,22,2.6,12,1.4
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,All,GX,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,All,RA,77,74,96.1,52,70.3,30,40.5,49,66.2,0,0.0,0,0.0,0,0.0,1,1.3,0,0.0,0,0.0,1,1.3,1,1.3
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,All,RB,15,14,93.3,7,50.0,2,14.3,3,21.4,2,14.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.7,0,0.0
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,All,RD,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,All,RF,12,12,100.0,9,75.0,6,50.0,6,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,All,RH,805,747,92.8,292,39.1,181,24.2,149,19.9,15,2.0,1,0.1,0,0.0,16,2.0,2,0.2,5,0.6,22,2.7,12,1.5
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,All,RI,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,All,RP,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,All,RT,94,93,98.9,66,71.0,22,23.7,57,61.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.1,0,0.0
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,All,RW,608,589,96.9,426,72.3,131,22.2,314,53.3,5,0.8,0,0.0,0,0.0,6,1.0,0,0.0,0,0.0,9,1.5,4,0.7
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,All,SD,225,189,84.0,29,15.3,7,3.7,11,5.8,8,4.2,0,0.0,0,0.0,23,10.2,1,0.4,1,0.4,7,3.1,4,1.8
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,All,SE,270,233,86.3,45,19.3,25,10.7,18,7.7,11,4.7,0,0.0,0,0.0,2,0.7,0,0.0,5,1.9,15,5.6,15,5.6
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,All,SF,12,8,66.7,2,25.0,0,0.0,1,12.5,4,50.0,0,0.0,0,0.0,1,8.3,0,0.0,0,0.0,3,25.0,0,0.0
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,All,SH,177,145,81.9,36,24.8,19,13.1,18,12.4,18,12.4,0,0.0,0,0.0,6,3.4,0,0.0,2,1.1,16,9.0,8,4.5
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,All,SM,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,All,SS,1060,989,93.3,418,42.3,213,21.5,244,24.7,22,2.2,1,0.1,0,0.0,17,1.6,1,0.1,5,0.5,30,2.8,17,1.6
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,All,TA,1627,1543,94.8,857,55.5,373,24.2,582,37.7,22,1.4,1,0.1,0,0.0,23,1.4,2,0.1,5,0.3,35,2.2,18,1.1
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,No,GF,744,721,96.9,477,66.2,233,32.3,324,44.9,6,0.8,0,0.0,0,0.0,6,0.8,1,0.1,1,0.1,10,1.3,5,0.7
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,No,GM,786,737,93.8,379,51.4,140,19.0,257,34.9,7,0.9,1,0.1,0,0.0,17,2.2,0,0.0,4,0.5,20,2.5,7,0.9
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,No,GX,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,No,RA,77,74,96.1,52,70.3,30,40.5,49,66.2,0,0.0,0,0.0,0,0.0,1,1.3,0,0.0,0,0.0,1,1.3,1,1.3
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,No,RB,14,13,92.9,7,53.8,2,15.4,3,23.1,2,15.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,7.1,0,0.0
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,No,RD,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,No,RF,12,12,100.0,9,75.0,6,50.0,6,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,No,RH,733,684,93.3,292,42.7,181,26.5,149,21.8,6,0.9,1,0.1,0,0.0,16,2.2,1,0.1,5,0.7,18,2.5,8,1.1
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,No,RI,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,No,RP,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,No,RT,92,91,98.9,66,72.5,22,24.2,57,62.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.1,0,0.0
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,No,RW,589,572,97.1,426,74.5,131,22.9,314,54.9,5,0.9,0,0.0,0,0.0,6,1.0,0,0.0,0,0.0,9,1.5,2,0.3
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,No,SD,195,164,84.1,29,17.7,7,4.3,11,6.7,4,2.4,0,0.0,0,0.0,23,11.8,0,0.0,1,0.5,6,3.1,1,0.5
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,No,SE,234,203,86.8,45,22.2,25,12.3,18,8.9,4,2.0,0,0.0,0,0.0,2,0.9,0,0.0,5,2.1,13,5.6,11,4.7
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,No,SF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,No,SH,159,132,83.0,36,27.3,19,14.4,18,13.6,11,8.3,0,0.0,0,0.0,6,3.8,0,0.0,2,1.3,13,8.2,6,3.8
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,No,SM,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,No,SS,976,916,93.9,418,45.6,213,23.3,244,26.6,13,1.4,1,0.1,0,0.0,17,1.7,0,0.0,5,0.5,25,2.6,12,1.2
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,No,TA,1531,1459,95.3,857,58.7,373,25.6,582,39.9,13,0.9,1,0.1,0,0.0,23,1.5,1,0.1,5,0.3,30,2.0,12,0.8
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,Yes,GF,36,33,91.7,0,0.0,0,0.0,0,0.0,4,12.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,5.6,1,2.8
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,Yes,GM,57,49,86.0,0,0.0,0,0.0,0,0.0,5,10.2,0,0.0,0,0.0,0,0.0,1,1.8,0,0.0,2,3.5,5,8.8
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,Yes,GX,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,Yes,RA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,Yes,RB,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,Yes,RD,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,Yes,RF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,Yes,RH,72,63,87.5,0,0.0,0,0.0,0,0.0,9,14.3,0,0.0,0,0.0,0,0.0,1,1.4,0,0.0,4,5.6,4,5.6
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,Yes,RI,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,Yes,RP,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,Yes,RT,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,Yes,RW,19,17,89.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,10.5
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,Yes,SD,30,25,83.3,0,0.0,0,0.0,0,0.0,4,16.0,0,0.0,0,0.0,0,0.0,1,3.3,0,0.0,1,3.3,3,10.0
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,Yes,SE,36,30,83.3,0,0.0,0,0.0,0,0.0,7,23.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,5.6,4,11.1
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,Yes,SF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,Yes,SH,18,13,72.2,0,0.0,0,0.0,0,0.0,7,53.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,16.7,2,11.1
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,Yes,SS,84,73,86.9,0,0.0,0,0.0,0,0.0,9,12.3,0,0.0,0,0.0,0,0.0,1,1.2,0,0.0,5,6.0,5,6.0
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,All,Yes,TA,96,84,87.5,0,0.0,0,0.0,0,0.0,9,10.7,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,5,5.2,6,6.3
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,All,GF,780,754,96.7,477,63.3,233,30.9,324,43.0,10,1.3,0,0.0,0,0.0,6,0.8,1,0.1,1,0.1,12,1.5,6,0.8
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,All,GM,843,786,93.2,379,48.2,140,17.8,257,32.7,12,1.5,1,0.1,0,0.0,17,2.0,1,0.1,4,0.5,22,2.6,12,1.4
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,All,GX,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,All,RA,77,74,96.1,52,70.3,30,40.5,49,66.2,0,0.0,0,0.0,0,0.0,1,1.3,0,0.0,0,0.0,1,1.3,1,1.3
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,All,RB,15,14,93.3,7,50.0,2,14.3,3,21.4,2,14.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.7,0,0.0
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,All,RD,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,All,RF,12,12,100.0,9,75.0,6,50.0,6,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,All,RH,805,747,92.8,292,39.1,181,24.2,149,19.9,15,2.0,1,0.1,0,0.0,16,2.0,2,0.2,5,0.6,22,2.7,12,1.5
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,All,RI,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,All,RP,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,All,RT,94,93,98.9,66,71.0,22,23.7,57,61.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.1,0,0.0
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,All,RW,608,589,96.9,426,72.3,131,22.2,314,53.3,5,0.8,0,0.0,0,0.0,6,1.0,0,0.0,0,0.0,9,1.5,4,0.7
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,All,SD,225,189,84.0,29,15.3,7,3.7,11,5.8,8,4.2,0,0.0,0,0.0,23,10.2,1,0.4,1,0.4,7,3.1,4,1.8
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,All,SE,270,233,86.3,45,19.3,25,10.7,18,7.7,11,4.7,0,0.0,0,0.0,2,0.7,0,0.0,5,1.9,15,5.6,15,5.6
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,All,SF,12,8,66.7,2,25.0,0,0.0,1,12.5,4,50.0,0,0.0,0,0.0,1,8.3,0,0.0,0,0.0,3,25.0,0,0.0
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,All,SH,177,145,81.9,36,24.8,19,13.1,18,12.4,18,12.4,0,0.0,0,0.0,6,3.4,0,0.0,2,1.1,16,9.0,8,4.5
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,All,SM,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,All,SS,1060,989,93.3,418,42.3,213,21.5,244,24.7,22,2.2,1,0.1,0,0.0,17,1.6,1,0.1,5,0.5,30,2.8,17,1.6
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,All,TA,1627,1543,94.8,857,55.5,373,24.2,582,37.7,22,1.4,1,0.1,0,0.0,23,1.4,2,0.1,5,0.3,35,2.2,18,1.1
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,No,GF,744,721,96.9,477,66.2,233,32.3,324,44.9,6,0.8,0,0.0,0,0.0,6,0.8,1,0.1,1,0.1,10,1.3,5,0.7
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,No,GM,786,737,93.8,379,51.4,140,19.0,257,34.9,7,0.9,1,0.1,0,0.0,17,2.2,0,0.0,4,0.5,20,2.5,7,0.9
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,No,GX,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,No,RA,77,74,96.1,52,70.3,30,40.5,49,66.2,0,0.0,0,0.0,0,0.0,1,1.3,0,0.0,0,0.0,1,1.3,1,1.3
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,No,RB,14,13,92.9,7,53.8,2,15.4,3,23.1,2,15.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,7.1,0,0.0
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,No,RD,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,No,RF,12,12,100.0,9,75.0,6,50.0,6,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,No,RH,733,684,93.3,292,42.7,181,26.5,149,21.8,6,0.9,1,0.1,0,0.0,16,2.2,1,0.1,5,0.7,18,2.5,8,1.1
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,No,RI,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,No,RP,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,No,RT,92,91,98.9,66,72.5,22,24.2,57,62.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.1,0,0.0
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,No,RW,589,572,97.1,426,74.5,131,22.9,314,54.9,5,0.9,0,0.0,0,0.0,6,1.0,0,0.0,0,0.0,9,1.5,2,0.3
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,No,SD,195,164,84.1,29,17.7,7,4.3,11,6.7,4,2.4,0,0.0,0,0.0,23,11.8,0,0.0,1,0.5,6,3.1,1,0.5
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,No,SE,234,203,86.8,45,22.2,25,12.3,18,8.9,4,2.0,0,0.0,0,0.0,2,0.9,0,0.0,5,2.1,13,5.6,11,4.7
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,No,SF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,No,SH,159,132,83.0,36,27.3,19,14.4,18,13.6,11,8.3,0,0.0,0,0.0,6,3.8,0,0.0,2,1.3,13,8.2,6,3.8
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,No,SM,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,No,SS,976,916,93.9,418,45.6,213,23.3,244,26.6,13,1.4,1,0.1,0,0.0,17,1.7,0,0.0,5,0.5,25,2.6,12,1.2
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,No,TA,1531,1459,95.3,857,58.7,373,25.6,582,39.9,13,0.9,1,0.1,0,0.0,23,1.5,1,0.1,5,0.3,30,2.0,12,0.8
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,Yes,GF,36,33,91.7,0,0.0,0,0.0,0,0.0,4,12.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,5.6,1,2.8
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,Yes,GM,57,49,86.0,0,0.0,0,0.0,0,0.0,5,10.2,0,0.0,0,0.0,0,0.0,1,1.8,0,0.0,2,3.5,5,8.8
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,Yes,GX,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,Yes,RA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,Yes,RB,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,Yes,RD,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,Yes,RF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,Yes,RH,72,63,87.5,0,0.0,0,0.0,0,0.0,9,14.3,0,0.0,0,0.0,0,0.0,1,1.4,0,0.0,4,5.6,4,5.6
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,Yes,RI,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,Yes,RP,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,Yes,RT,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,Yes,RW,19,17,89.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,10.5
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,Yes,SD,30,25,83.3,0,0.0,0,0.0,0,0.0,4,16.0,0,0.0,0,0.0,0,0.0,1,3.3,0,0.0,1,3.3,3,10.0
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,Yes,SE,36,30,83.3,0,0.0,0,0.0,0,0.0,7,23.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,5.6,4,11.1
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,Yes,SF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,Yes,SH,18,13,72.2,0,0.0,0,0.0,0,0.0,7,53.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,16.7,2,11.1
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,Yes,SS,84,73,86.9,0,0.0,0,0.0,0,0.0,9,12.3,0,0.0,0,0.0,0,0.0,1,1.2,0,0.0,5,6.0,5,6.0
2024-25,D,30,66597,0,Orange,Newport-Mesa Unified,District Office,No,Yes,TA,96,84,87.5,0,0.0,0,0.0,0,0.0,9,10.7,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,5,5.2,6,6.3
2024-25,D,30,66621,0,Orange,Orange Unified,District Office,All,All,GF,974,949,97.4,555,58.5,194,20.4,50,5.3,19,2.0,6,0.6,1,0.1,2,0.2,0,0.0,2,0.2,14,1.4,0,0.0
2024-25,D,30,66621,0,Orange,Orange Unified,District Office,All,All,GM,1087,1055,97.1,507,48.1,123,11.7,34,3.2,11,1.0,4,0.4,1,0.1,8,0.7,0,0.0,1,0.1,18,1.7,0,0.0
2024-25,D,30,66621,0,Orange,Orange Unified,District Office,All,All,GX,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66621,0,Orange,Orange Unified,District Office,All,All,RA,220,211,95.9,187,88.6,44,20.9,13,6.2,0,0.0,5,2.3,0,0.0,2,0.9,0,0.0,1,0.5,1,0.5,0,0.0
2024-25,D,30,66621,0,Orange,Orange Unified,District Office,All,All,RB,34,33,97.1,21,63.6,2,6.1,0,0.0,2,6.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.9,0,0.0
2024-25,D,30,66621,0,Orange,Orange Unified,District Office,All,All,RD,19,19,100.0,8,42.1,1,5.3,1,5.3,2,10.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2024-25,D,30,66621,0,Orange,Orange Unified,District Office,All,All,RF,48,47,97.9,37,78.7,4,8.5,3,6.4,1,2.1,0,0.0,0,0.0,1,2.1,0,0.0,0,0.0,0,0.0,0,0.0
2024-25,D,30,66621,0,Orange,Orange Unified,District Office,All,All,RH,1186,1161,97.9,464,40.0,187,16.1,58,5.0,25,2.2,1,0.1,1,0.1,2,0.2,0,0.0,0,0.0,21,1.8,0,0.0
2024-25,D,30,66621,0,Orange,Orange Unified,District Office,All,All,RI,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66621,0,Orange,Orange Unified,District Office,All,All,RP,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
