AcademicYear,AggregateLevel,CountyCode,DistrictCode,SchoolCode,CountyName,DistrictName,SchoolName,CharterSchool,DASS,ReportingCategory,CohortStudents,Regular HS Diploma Graduates (Count),Regular HS Diploma Graduates (Rate),Met UC/CSU Grad Req's (Count),Met UC/CSU Grad Req's (Rate),Seal of Biliteracy (Count),Seal of Biliteracy (Rate),Golden State Seal Merit Diploma (Count),Golden State Seal Merit Diploma (Rate,Graduates Meeting Local Requirements Exemption (Count),Graduates Meeting Local Requirements Exemption (Rate),CPP Completer (Count),CPP Completer (Rate),Adult Ed. HS Diploma (Count),Adult Ed. HS Diploma (Rate),SPED Certificate (Count),SPED Certificate (Rate),GED Completer (Count),GED Completer (Rate),Other Transfer (Count),Other Transfer (Rate),Dropout (Count),Dropout (Rate),Still Enrolled (Count),Still Enrolled (Rate)
2024-25,S,30,10306,134239,Orange,Orange County Department of Education,Epic California Academy,Yes,No,SE,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,134239,Orange,Orange County Department of Education,Epic California Academy,Yes,No,SF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,134239,Orange,Orange County Department of Education,Epic California Academy,Yes,No,SH,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,134239,Orange,Orange County Department of Education,Epic California Academy,Yes,No,SS,43,21,48.8,0,0.0,0,0.0,3,14.3,0,0.0,0,0.0,0,0.0,1,2.3,0,0.0,3,7.0,18,41.9,0,0.0
2024-25,S,30,10306,134239,Orange,Orange County Department of Education,Epic California Academy,Yes,No,TA,71,45,63.4,12,26.7,1,2.2,15,33.3,0,0.0,0,0.0,0,0.0,1,1.4,0,0.0,3,4.2,22,31.0,0,0.0
2024-25,S,30,10306,134841,Orange,Orange County Department of Education,Orange County Workforce Innovation High,Yes,Yes,GF,24,5,20.8,1,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.2,3,12.5,15,62.5
2024-25,S,30,10306,134841,Orange,Orange County Department of Education,Orange County Workforce Innovation High,Yes,Yes,GM,31,4,12.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,25.8,19,61.3
2024-25,S,30,10306,134841,Orange,Orange County Department of Education,Orange County Workforce Innovation High,Yes,Yes,GX,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,134841,Orange,Orange County Department of Education,Orange County Workforce Innovation High,Yes,Yes,RA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,134841,Orange,Orange County Department of Education,Orange County Workforce Innovation High,Yes,Yes,RB,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,134841,Orange,Orange County Department of Education,Orange County Workforce Innovation High,Yes,Yes,RD,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,134841,Orange,Orange County Department of Education,Orange County Workforce Innovation High,Yes,Yes,RF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,134841,Orange,Orange County Department of Education,Orange County Workforce Innovation High,Yes,Yes,RH,42,8,19.0,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,14.3,28,66.7
2024-25,S,30,10306,134841,Orange,Orange County Department of Education,Orange County Workforce Innovation High,Yes,Yes,RI,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,134841,Orange,Orange County Department of Education,Orange County Workforce Innovation High,Yes,Yes,RP,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,134841,Orange,Orange County Department of Education,Orange County Workforce Innovation High,Yes,Yes,RT,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,134841,Orange,Orange County Department of Education,Orange County Workforce Innovation High,Yes,Yes,RW,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,134841,Orange,Orange County Department of Education,Orange County Workforce Innovation High,Yes,Yes,SD,16,2,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,25.0,10,62.5
2024-25,S,30,10306,134841,Orange,Orange County Department of Education,Orange County Workforce Innovation High,Yes,Yes,SE,20,4,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,20.0,12,60.0
2024-25,S,30,10306,134841,Orange,Orange County Department of Education,Orange County Workforce Innovation High,Yes,Yes,SF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,134841,Orange,Orange County Department of Education,Orange County Workforce Innovation High,Yes,Yes,SH,13,1,7.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,46.2,6,46.2
2024-25,S,30,10306,134841,Orange,Orange County Department of Education,Orange County Workforce Innovation High,Yes,Yes,SS,53,9,17.0,1,11.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.9,11,20.8,32,60.4
2024-25,S,30,10306,134841,Orange,Orange County Department of Education,Orange County Workforce Innovation High,Yes,Yes,TA,56,9,16.1,1,11.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.8,12,21.4,34,60.7
2024-25,S,30,10306,134940,Orange,Orange County Department of Education,Citrus Springs Charter,Yes,No,GF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,134940,Orange,Orange County Department of Education,Citrus Springs Charter,Yes,No,GM,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,134940,Orange,Orange County Department of Education,Citrus Springs Charter,Yes,No,RA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,134940,Orange,Orange County Department of Education,Citrus Springs Charter,Yes,No,RB,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,134940,Orange,Orange County Department of Education,Citrus Springs Charter,Yes,No,RD,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,134940,Orange,Orange County Department of Education,Citrus Springs Charter,Yes,No,RF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,134940,Orange,Orange County Department of Education,Citrus Springs Charter,Yes,No,RH,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,134940,Orange,Orange County Department of Education,Citrus Springs Charter,Yes,No,RI,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,134940,Orange,Orange County Department of Education,Citrus Springs Charter,Yes,No,RP,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,134940,Orange,Orange County Department of Education,Citrus Springs Charter,Yes,No,RT,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,134940,Orange,Orange County Department of Education,Citrus Springs Charter,Yes,No,RW,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,134940,Orange,Orange County Department of Education,Citrus Springs Charter,Yes,No,SD,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,134940,Orange,Orange County Department of Education,Citrus Springs Charter,Yes,No,SE,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,134940,Orange,Orange County Department of Education,Citrus Springs Charter,Yes,No,SH,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,134940,Orange,Orange County Department of Education,Citrus Springs Charter,Yes,No,SS,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,134940,Orange,Orange County Department of Education,Citrus Springs Charter,Yes,No,TA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,138800,Orange,Orange County Department of Education,Suncoast Preparatory Academy,Yes,No,GF,17,16,94.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.9
2024-25,S,30,10306,138800,Orange,Orange County Department of Education,Suncoast Preparatory Academy,Yes,No,GM,21,21,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2024-25,S,30,10306,138800,Orange,Orange County Department of Education,Suncoast Preparatory Academy,Yes,No,RA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,138800,Orange,Orange County Department of Education,Suncoast Preparatory Academy,Yes,No,RB,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,138800,Orange,Orange County Department of Education,Suncoast Preparatory Academy,Yes,No,RD,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,138800,Orange,Orange County Department of Education,Suncoast Preparatory Academy,Yes,No,RF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,138800,Orange,Orange County Department of Education,Suncoast Preparatory Academy,Yes,No,RH,12,11,91.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.3
2024-25,S,30,10306,138800,Orange,Orange County Department of Education,Suncoast Preparatory Academy,Yes,No,RI,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,138800,Orange,Orange County Department of Education,Suncoast Preparatory Academy,Yes,No,RP,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,138800,Orange,Orange County Department of Education,Suncoast Preparatory Academy,Yes,No,RT,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,138800,Orange,Orange County Department of Education,Suncoast Preparatory Academy,Yes,No,RW,17,17,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2024-25,S,30,10306,138800,Orange,Orange County Department of Education,Suncoast Preparatory Academy,Yes,No,SD,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,138800,Orange,Orange County Department of Education,Suncoast Preparatory Academy,Yes,No,SE,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,138800,Orange,Orange County Department of Education,Suncoast Preparatory Academy,Yes,No,SF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,138800,Orange,Orange County Department of Education,Suncoast Preparatory Academy,Yes,No,SH,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,138800,Orange,Orange County Department of Education,Suncoast Preparatory Academy,Yes,No,SS,26,25,96.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.8
2024-25,S,30,10306,138800,Orange,Orange County Department of Education,Suncoast Preparatory Academy,Yes,No,TA,38,37,97.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.6
2024-25,S,30,10306,141978,Orange,Orange County Department of Education,Vista Meridian Global Academy,Yes,No,GF,26,23,88.5,12,52.2,7,30.4,9,39.1,2,8.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,11.5,0,0.0
2024-25,S,30,10306,141978,Orange,Orange County Department of Education,Vista Meridian Global Academy,Yes,No,GM,37,35,94.6,19,54.3,15,42.9,19,54.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,5.4,0,0.0
2024-25,S,30,10306,141978,Orange,Orange County Department of Education,Vista Meridian Global Academy,Yes,No,RA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,141978,Orange,Orange County Department of Education,Vista Meridian Global Academy,Yes,No,RB,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,141978,Orange,Orange County Department of Education,Vista Meridian Global Academy,Yes,No,RD,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,141978,Orange,Orange County Department of Education,Vista Meridian Global Academy,Yes,No,RF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,141978,Orange,Orange County Department of Education,Vista Meridian Global Academy,Yes,No,RH,61,57,93.4,30,52.6,22,38.6,27,47.4,2,3.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,6.6,0,0.0
2024-25,S,30,10306,141978,Orange,Orange County Department of Education,Vista Meridian Global Academy,Yes,No,RI,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,141978,Orange,Orange County Department of Education,Vista Meridian Global Academy,Yes,No,RP,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,141978,Orange,Orange County Department of Education,Vista Meridian Global Academy,Yes,No,RT,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,141978,Orange,Orange County Department of Education,Vista Meridian Global Academy,Yes,No,RW,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,141978,Orange,Orange County Department of Education,Vista Meridian Global Academy,Yes,No,SD,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,141978,Orange,Orange County Department of Education,Vista Meridian Global Academy,Yes,No,SE,29,26,89.7,12,46.2,4,15.4,7,26.9,1,3.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,10.3,0,0.0
2024-25,S,30,10306,141978,Orange,Orange County Department of Education,Vista Meridian Global Academy,Yes,No,SF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,141978,Orange,Orange County Department of Education,Vista Meridian Global Academy,Yes,No,SH,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,141978,Orange,Orange County Department of Education,Vista Meridian Global Academy,Yes,No,SS,63,58,92.1,31,53.4,22,37.9,28,48.3,2,3.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,7.9,0,0.0
2024-25,S,30,10306,141978,Orange,Orange County Department of Education,Vista Meridian Global Academy,Yes,No,TA,63,58,92.1,31,53.4,22,37.9,28,48.3,2,3.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,7.9,0,0.0
2024-25,S,30,10306,3030426,Orange,Orange County Department of Education,ACCESS Juvenile Hall,No,Yes,GF,12,3,25.0,0,0.0,0,0.0,0,0.0,1,33.3,0,0.0,0,0.0,0,0.0,1,8.3,0,0.0,5,41.7,3,25.0
2024-25,S,30,10306,3030426,Orange,Orange County Department of Education,ACCESS Juvenile Hall,No,Yes,GM,85,31,36.5,0,0.0,0,0.0,0,0.0,18,58.1,0,0.0,0,0.0,0,0.0,1,1.2,0,0.0,45,52.9,8,9.4
2024-25,S,30,10306,3030426,Orange,Orange County Department of Education,ACCESS Juvenile Hall,No,Yes,RA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,3030426,Orange,Orange County Department of Education,ACCESS Juvenile Hall,No,Yes,RB,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,3030426,Orange,Orange County Department of Education,ACCESS Juvenile Hall,No,Yes,RD,14,3,21.4,0,0.0,0,0.0,0,0.0,1,33.3,0,0.0,0,0.0,0,0.0,1,7.1,0,0.0,10,71.4,0,0.0
2024-25,S,30,10306,3030426,Orange,Orange County Department of Education,ACCESS Juvenile Hall,No,Yes,RF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,3030426,Orange,Orange County Department of Education,ACCESS Juvenile Hall,No,Yes,RH,70,28,40.0,0,0.0,0,0.0,0,0.0,17,60.7,0,0.0,0,0.0,0,0.0,1,1.4,0,0.0,31,44.3,10,14.3
2024-25,S,30,10306,3030426,Orange,Orange County Department of Education,ACCESS Juvenile Hall,No,Yes,RI,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,3030426,Orange,Orange County Department of Education,ACCESS Juvenile Hall,No,Yes,RP,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,3030426,Orange,Orange County Department of Education,ACCESS Juvenile Hall,No,Yes,RT,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,3030426,Orange,Orange County Department of Education,ACCESS Juvenile Hall,No,Yes,RW,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,3030426,Orange,Orange County Department of Education,ACCESS Juvenile Hall,No,Yes,SD,39,17,43.6,0,0.0,0,0.0,0,0.0,8,47.1,0,0.0,0,0.0,0,0.0,1,2.6,0,0.0,16,41.0,5,12.8
2024-25,S,30,10306,3030426,Orange,Orange County Department of Education,ACCESS Juvenile Hall,No,Yes,SE,41,15,36.6,0,0.0,0,0.0,0,0.0,12,80.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,48.8,6,14.6
2024-25,S,30,10306,3030426,Orange,Orange County Department of Education,ACCESS Juvenile Hall,No,Yes,SF,17,4,23.5,0,0.0,0,0.0,0,0.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,70.6,1,5.9
2024-25,S,30,10306,3030426,Orange,Orange County Department of Education,ACCESS Juvenile Hall,No,Yes,SH,28,13,46.4,0,0.0,0,0.0,0,0.0,8,61.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,50.0,1,3.6
2024-25,S,30,10306,3030426,Orange,Orange County Department of Education,ACCESS Juvenile Hall,No,Yes,SS,97,34,35.1,0,0.0,0,0.0,0,0.0,19,55.9,0,0.0,0,0.0,0,0.0,2,2.1,0,0.0,50,51.5,11,11.3
2024-25,S,30,10306,3030426,Orange,Orange County Department of Education,ACCESS Juvenile Hall,No,Yes,TA,97,34,35.1,0,0.0,0,0.0,0,0.0,19,55.9,0,0.0,0,0.0,0,0.0,2,2.1,0,0.0,50,51.5,11,11.3
2024-25,S,30,10306,3030632,Orange,Orange County Department of Education,OCCS:CHEP/PCHS,No,Yes,GF,40,34,85.0,4,11.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,15.0,0,0.0
2024-25,S,30,10306,3030632,Orange,Orange County Department of Education,OCCS:CHEP/PCHS,No,Yes,GM,26,23,88.5,6,26.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,11.5,0,0.0
2024-25,S,30,10306,3030632,Orange,Orange County Department of Education,OCCS:CHEP/PCHS,No,Yes,RA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,3030632,Orange,Orange County Department of Education,OCCS:CHEP/PCHS,No,Yes,RB,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,3030632,Orange,Orange County Department of Education,OCCS:CHEP/PCHS,No,Yes,RD,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,3030632,Orange,Orange County Department of Education,OCCS:CHEP/PCHS,No,Yes,RF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,3030632,Orange,Orange County Department of Education,OCCS:CHEP/PCHS,No,Yes,RH,28,25,89.3,2,8.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,10.7,0,0.0
2024-25,S,30,10306,3030632,Orange,Orange County Department of Education,OCCS:CHEP/PCHS,No,Yes,RI,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,3030632,Orange,Orange County Department of Education,OCCS:CHEP/PCHS,No,Yes,RP,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,3030632,Orange,Orange County Department of Education,OCCS:CHEP/PCHS,No,Yes,RT,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,3030632,Orange,Orange County Department of Education,OCCS:CHEP/PCHS,No,Yes,RW,24,20,83.3,5,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,16.7,0,0.0
2024-25,S,30,10306,3030632,Orange,Orange County Department of Education,OCCS:CHEP/PCHS,No,Yes,SD,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,3030632,Orange,Orange County Department of Education,OCCS:CHEP/PCHS,No,Yes,SE,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,3030632,Orange,Orange County Department of Education,OCCS:CHEP/PCHS,No,Yes,SH,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,3030632,Orange,Orange County Department of Education,OCCS:CHEP/PCHS,No,Yes,SS,35,30,85.7,2,6.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,14.3,0,0.0
2024-25,S,30,10306,3030632,Orange,Orange County Department of Education,OCCS:CHEP/PCHS,No,Yes,TA,66,57,86.4,10,17.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,13.6,0,0.0
2024-25,S,30,10306,3030723,Orange,Orange County Department of Education,OCSA,Yes,No,GF,270,268,99.3,243,90.7,153,57.1,235,87.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.7,0,0.0
2024-25,S,30,10306,3030723,Orange,Orange County Department of Education,OCSA,Yes,No,GM,117,115,98.3,95,82.6,50,43.5,98,85.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.7,0,0.0
2024-25,S,30,10306,3030723,Orange,Orange County Department of Education,OCSA,Yes,No,GX,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,3030723,Orange,Orange County Department of Education,OCSA,Yes,No,RA,142,140,98.6,129,92.1,77,55.0,131,93.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.4,0,0.0
2024-25,S,30,10306,3030723,Orange,Orange County Department of Education,OCSA,Yes,No,RB,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,3030723,Orange,Orange County Department of Education,OCSA,Yes,No,RD,12,11,91.7,11,100.0,4,36.4,10,90.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.3,0,0.0
2024-25,S,30,10306,3030723,Orange,Orange County Department of Education,OCSA,Yes,No,RF,12,12,100.0,11,91.7,6,50.0,11,91.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2024-25,S,30,10306,3030723,Orange,Orange County Department of Education,OCSA,Yes,No,RH,85,84,98.8,69,82.1,48,57.1,66,78.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.2,0,0.0
2024-25,S,30,10306,3030723,Orange,Orange County Department of Education,OCSA,Yes,No,RI,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,3030723,Orange,Orange County Department of Education,OCSA,Yes,No,RP,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,3030723,Orange,Orange County Department of Education,OCSA,Yes,No,RT,35,35,100.0,31,88.6,18,51.4,30,85.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2024-25,S,30,10306,3030723,Orange,Orange County Department of Education,OCSA,Yes,No,RW,102,102,100.0,87,85.3,51,50.0,87,85.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2024-25,S,30,10306,3030723,Orange,Orange County Department of Education,OCSA,Yes,No,SD,26,25,96.2,16,64.0,5,20.0,12,48.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.8,0,0.0
2024-25,S,30,10306,3030723,Orange,Orange County Department of Education,OCSA,Yes,No,SE,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,3030723,Orange,Orange County Department of Education,OCSA,Yes,No,SH,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,10306,3030723,Orange,Orange County Department of Education,OCSA,Yes,No,SS,85,83,97.6,70,84.3,30,36.1,62,74.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2.4,0,0.0
2024-25,S,30,10306,3030723,Orange,Orange County Department of Education,OCSA,Yes,No,TA,392,387,98.7,341,88.1,204,52.7,336,86.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,1.3,0,0.0
