Academic Year,Aggregate Level,County Code,District Code,School Code,County Name,District Name,School Name,Charter School,DASS,Reporting Category,ChronicAbsenteeismEligibleCumulativeEnrollment,ChronicAbsenteeismCount,ChronicAbsenteeismRate
2024-25,S,30,66522,6028260,Orange,Garden Grove Unified,Bryant Elementary,No,No,RP,*,*,*
2024-25,S,30,66522,6028260,Orange,Garden Grove Unified,Bryant Elementary,No,No,RT,12,3,25.0
2024-25,S,30,66522,6028260,Orange,Garden Grove Unified,Bryant Elementary,No,No,RW,16,1,6.3
2024-25,S,30,66522,6028260,Orange,Garden Grove Unified,Bryant Elementary,No,No,SD,94,32,34.0
2024-25,S,30,66522,6028260,Orange,Garden Grove Unified,Bryant Elementary,No,No,SE,232,54,23.3
2024-25,S,30,66522,6028260,Orange,Garden Grove Unified,Bryant Elementary,No,No,SF,15,12,80.0
2024-25,S,30,66522,6028260,Orange,Garden Grove Unified,Bryant Elementary,No,No,SH,44,19,43.2
2024-25,S,30,66522,6028260,Orange,Garden Grove Unified,Bryant Elementary,No,No,SM,*,*,*
2024-25,S,30,66522,6028260,Orange,Garden Grove Unified,Bryant Elementary,No,No,SS,548,142,25.9
2024-25,S,30,66522,6028260,Orange,Garden Grove Unified,Bryant Elementary,No,No,TA,611,150,24.5
2024-25,S,30,66522,6028278,Orange,Garden Grove Unified,C. C. Violette Elementary,No,No,GF,154,17,11.0
2024-25,S,30,66522,6028278,Orange,Garden Grove Unified,C. C. Violette Elementary,No,No,GM,129,18,14.0
2024-25,S,30,66522,6028278,Orange,Garden Grove Unified,C. C. Violette Elementary,No,No,GR13,106,12,11.3
2024-25,S,30,66522,6028278,Orange,Garden Grove Unified,C. C. Violette Elementary,No,No,GR46,118,9,7.6
2024-25,S,30,66522,6028278,Orange,Garden Grove Unified,C. C. Violette Elementary,No,No,GRTK8,283,35,12.4
2024-25,S,30,66522,6028278,Orange,Garden Grove Unified,C. C. Violette Elementary,No,No,GRTKKN,59,14,23.7
2024-25,S,30,66522,6028278,Orange,Garden Grove Unified,C. C. Violette Elementary,No,No,RA,39,2,5.1
2024-25,S,30,66522,6028278,Orange,Garden Grove Unified,C. C. Violette Elementary,No,No,RB,*,*,*
2024-25,S,30,66522,6028278,Orange,Garden Grove Unified,C. C. Violette Elementary,No,No,RD,*,*,*
2024-25,S,30,66522,6028278,Orange,Garden Grove Unified,C. C. Violette Elementary,No,No,RF,*,*,*
2024-25,S,30,66522,6028278,Orange,Garden Grove Unified,C. C. Violette Elementary,No,No,RH,225,30,13.3
2024-25,S,30,66522,6028278,Orange,Garden Grove Unified,C. C. Violette Elementary,No,No,RI,*,*,*
2024-25,S,30,66522,6028278,Orange,Garden Grove Unified,C. C. Violette Elementary,No,No,RP,*,*,*
2024-25,S,30,66522,6028278,Orange,Garden Grove Unified,C. C. Violette Elementary,No,No,RT,*,*,*
2024-25,S,30,66522,6028278,Orange,Garden Grove Unified,C. C. Violette Elementary,No,No,RW,*,*,*
2024-25,S,30,66522,6028278,Orange,Garden Grove Unified,C. C. Violette Elementary,No,No,SD,50,6,12.0
2024-25,S,30,66522,6028278,Orange,Garden Grove Unified,C. C. Violette Elementary,No,No,SE,131,15,11.5
2024-25,S,30,66522,6028278,Orange,Garden Grove Unified,C. C. Violette Elementary,No,No,SF,*,*,*
2024-25,S,30,66522,6028278,Orange,Garden Grove Unified,C. C. Violette Elementary,No,No,SH,16,0,0.0
2024-25,S,30,66522,6028278,Orange,Garden Grove Unified,C. C. Violette Elementary,No,No,SS,259,31,12.0
2024-25,S,30,66522,6028278,Orange,Garden Grove Unified,C. C. Violette Elementary,No,No,TA,283,35,12.4
2024-25,S,30,66522,6028294,Orange,Garden Grove Unified,Clinton Elementary,No,No,GF,230,23,10.0
2024-25,S,30,66522,6028294,Orange,Garden Grove Unified,Clinton Elementary,No,No,GM,209,21,10.0
2024-25,S,30,66522,6028294,Orange,Garden Grove Unified,Clinton Elementary,No,No,GR13,153,18,11.8
2024-25,S,30,66522,6028294,Orange,Garden Grove Unified,Clinton Elementary,No,No,GR46,203,12,5.9
2024-25,S,30,66522,6028294,Orange,Garden Grove Unified,Clinton Elementary,No,No,GRTK8,439,44,10.0
2024-25,S,30,66522,6028294,Orange,Garden Grove Unified,Clinton Elementary,No,No,GRTKKN,83,14,16.9
2024-25,S,30,66522,6028294,Orange,Garden Grove Unified,Clinton Elementary,No,No,RA,48,2,4.2
2024-25,S,30,66522,6028294,Orange,Garden Grove Unified,Clinton Elementary,No,No,RB,*,*,*
2024-25,S,30,66522,6028294,Orange,Garden Grove Unified,Clinton Elementary,No,No,RD,*,*,*
2024-25,S,30,66522,6028294,Orange,Garden Grove Unified,Clinton Elementary,No,No,RF,*,*,*
2024-25,S,30,66522,6028294,Orange,Garden Grove Unified,Clinton Elementary,No,No,RH,382,41,10.7
2024-25,S,30,66522,6028294,Orange,Garden Grove Unified,Clinton Elementary,No,No,RI,*,*,*
2024-25,S,30,66522,6028294,Orange,Garden Grove Unified,Clinton Elementary,No,No,RP,*,*,*
2024-25,S,30,66522,6028294,Orange,Garden Grove Unified,Clinton Elementary,No,No,RT,*,*,*
2024-25,S,30,66522,6028294,Orange,Garden Grove Unified,Clinton Elementary,No,No,RW,*,*,*
2024-25,S,30,66522,6028294,Orange,Garden Grove Unified,Clinton Elementary,No,No,SD,69,9,13.0
2024-25,S,30,66522,6028294,Orange,Garden Grove Unified,Clinton Elementary,No,No,SE,214,24,11.2
2024-25,S,30,66522,6028294,Orange,Garden Grove Unified,Clinton Elementary,No,No,SF,*,*,*
2024-25,S,30,66522,6028294,Orange,Garden Grove Unified,Clinton Elementary,No,No,SH,21,5,23.8
2024-25,S,30,66522,6028294,Orange,Garden Grove Unified,Clinton Elementary,No,No,SS,406,42,10.3
2024-25,S,30,66522,6028294,Orange,Garden Grove Unified,Clinton Elementary,No,No,TA,439,44,10.0
2024-25,S,30,66522,6028302,Orange,Garden Grove Unified,Donald S. Jordan Intermediate,No,No,GF,274,29,10.6
2024-25,S,30,66522,6028302,Orange,Garden Grove Unified,Donald S. Jordan Intermediate,No,No,GM,302,23,7.6
2024-25,S,30,66522,6028302,Orange,Garden Grove Unified,Donald S. Jordan Intermediate,No,No,GR78,575,52,9.0
2024-25,S,30,66522,6028302,Orange,Garden Grove Unified,Donald S. Jordan Intermediate,No,No,GR912,*,*,*
2024-25,S,30,66522,6028302,Orange,Garden Grove Unified,Donald S. Jordan Intermediate,No,No,GRTK8,575,52,9.0
2024-25,S,30,66522,6028302,Orange,Garden Grove Unified,Donald S. Jordan Intermediate,No,No,RA,323,11,3.4
2024-25,S,30,66522,6028302,Orange,Garden Grove Unified,Donald S. Jordan Intermediate,No,No,RB,*,*,*
2024-25,S,30,66522,6028302,Orange,Garden Grove Unified,Donald S. Jordan Intermediate,No,No,RD,*,*,*
2024-25,S,30,66522,6028302,Orange,Garden Grove Unified,Donald S. Jordan Intermediate,No,No,RF,*,*,*
2024-25,S,30,66522,6028302,Orange,Garden Grove Unified,Donald S. Jordan Intermediate,No,No,RH,223,34,15.2
2024-25,S,30,66522,6028302,Orange,Garden Grove Unified,Donald S. Jordan Intermediate,No,No,RI,*,*,*
2024-25,S,30,66522,6028302,Orange,Garden Grove Unified,Donald S. Jordan Intermediate,No,No,RP,*,*,*
2024-25,S,30,66522,6028302,Orange,Garden Grove Unified,Donald S. Jordan Intermediate,No,No,RT,*,*,*
2024-25,S,30,66522,6028302,Orange,Garden Grove Unified,Donald S. Jordan Intermediate,No,No,RW,18,5,27.8
2024-25,S,30,66522,6028302,Orange,Garden Grove Unified,Donald S. Jordan Intermediate,No,No,SD,63,10,15.9
2024-25,S,30,66522,6028302,Orange,Garden Grove Unified,Donald S. Jordan Intermediate,No,No,SE,142,15,10.6
2024-25,S,30,66522,6028302,Orange,Garden Grove Unified,Donald S. Jordan Intermediate,No,No,SF,*,*,*
2024-25,S,30,66522,6028302,Orange,Garden Grove Unified,Donald S. Jordan Intermediate,No,No,SH,16,1,6.3
2024-25,S,30,66522,6028302,Orange,Garden Grove Unified,Donald S. Jordan Intermediate,No,No,SS,495,48,9.7
2024-25,S,30,66522,6028302,Orange,Garden Grove Unified,Donald S. Jordan Intermediate,No,No,TA,576,52,9.0
2024-25,S,30,66522,6028310,Orange,Garden Grove Unified,Dwight D. Eisenhower Elementary,No,No,GF,231,34,14.7
2024-25,S,30,66522,6028310,Orange,Garden Grove Unified,Dwight D. Eisenhower Elementary,No,No,GM,278,47,16.9
2024-25,S,30,66522,6028310,Orange,Garden Grove Unified,Dwight D. Eisenhower Elementary,No,No,GR13,190,29,15.3
2024-25,S,30,66522,6028310,Orange,Garden Grove Unified,Dwight D. Eisenhower Elementary,No,No,GR46,214,24,11.2
2024-25,S,30,66522,6028310,Orange,Garden Grove Unified,Dwight D. Eisenhower Elementary,No,No,GRTK8,509,81,15.9
2024-25,S,30,66522,6028310,Orange,Garden Grove Unified,Dwight D. Eisenhower Elementary,No,No,GRTKKN,105,28,26.7
2024-25,S,30,66522,6028310,Orange,Garden Grove Unified,Dwight D. Eisenhower Elementary,No,No,RA,50,5,10.0
2024-25,S,30,66522,6028310,Orange,Garden Grove Unified,Dwight D. Eisenhower Elementary,No,No,RB,*,*,*
2024-25,S,30,66522,6028310,Orange,Garden Grove Unified,Dwight D. Eisenhower Elementary,No,No,RD,*,*,*
2024-25,S,30,66522,6028310,Orange,Garden Grove Unified,Dwight D. Eisenhower Elementary,No,No,RF,*,*,*
2024-25,S,30,66522,6028310,Orange,Garden Grove Unified,Dwight D. Eisenhower Elementary,No,No,RH,440,72,16.4
2024-25,S,30,66522,6028310,Orange,Garden Grove Unified,Dwight D. Eisenhower Elementary,No,No,RI,*,*,*
2024-25,S,30,66522,6028310,Orange,Garden Grove Unified,Dwight D. Eisenhower Elementary,No,No,RP,*,*,*
2024-25,S,30,66522,6028310,Orange,Garden Grove Unified,Dwight D. Eisenhower Elementary,No,No,RT,*,*,*
2024-25,S,30,66522,6028310,Orange,Garden Grove Unified,Dwight D. Eisenhower Elementary,No,No,RW,*,*,*
2024-25,S,30,66522,6028310,Orange,Garden Grove Unified,Dwight D. Eisenhower Elementary,No,No,SD,89,18,20.2
2024-25,S,30,66522,6028310,Orange,Garden Grove Unified,Dwight D. Eisenhower Elementary,No,No,SE,207,33,15.9
2024-25,S,30,66522,6028310,Orange,Garden Grove Unified,Dwight D. Eisenhower Elementary,No,No,SF,*,*,*
2024-25,S,30,66522,6028310,Orange,Garden Grove Unified,Dwight D. Eisenhower Elementary,No,No,SH,33,8,24.2
2024-25,S,30,66522,6028310,Orange,Garden Grove Unified,Dwight D. Eisenhower Elementary,No,No,SM,*,*,*
2024-25,S,30,66522,6028310,Orange,Garden Grove Unified,Dwight D. Eisenhower Elementary,No,No,SS,471,78,16.6
2024-25,S,30,66522,6028310,Orange,Garden Grove Unified,Dwight D. Eisenhower Elementary,No,No,TA,509,81,15.9
2024-25,S,30,66522,6028328,Orange,Garden Grove Unified,Earl Warren Elementary,No,No,GF,231,43,18.6
2024-25,S,30,66522,6028328,Orange,Garden Grove Unified,Earl Warren Elementary,No,No,GM,249,55,22.1
2024-25,S,30,66522,6028328,Orange,Garden Grove Unified,Earl Warren Elementary,No,No,GR13,194,38,19.6
2024-25,S,30,66522,6028328,Orange,Garden Grove Unified,Earl Warren Elementary,No,No,GR46,193,34,17.6
2024-25,S,30,66522,6028328,Orange,Garden Grove Unified,Earl Warren Elementary,No,No,GRTK8,480,98,20.4
2024-25,S,30,66522,6028328,Orange,Garden Grove Unified,Earl Warren Elementary,No,No,GRTKKN,93,26,28.0
2024-25,S,30,66522,6028328,Orange,Garden Grove Unified,Earl Warren Elementary,No,No,RA,110,12,10.9
2024-25,S,30,66522,6028328,Orange,Garden Grove Unified,Earl Warren Elementary,No,No,RB,*,*,*
2024-25,S,30,66522,6028328,Orange,Garden Grove Unified,Earl Warren Elementary,No,No,RD,14,2,14.3
2024-25,S,30,66522,6028328,Orange,Garden Grove Unified,Earl Warren Elementary,No,No,RF,*,*,*
2024-25,S,30,66522,6028328,Orange,Garden Grove Unified,Earl Warren Elementary,No,No,RH,320,77,24.1
2024-25,S,30,66522,6028328,Orange,Garden Grove Unified,Earl Warren Elementary,No,No,RI,*,*,*
2024-25,S,30,66522,6028328,Orange,Garden Grove Unified,Earl Warren Elementary,No,No,RP,*,*,*
2024-25,S,30,66522,6028328,Orange,Garden Grove Unified,Earl Warren Elementary,No,No,RT,*,*,*
2024-25,S,30,66522,6028328,Orange,Garden Grove Unified,Earl Warren Elementary,No,No,RW,17,3,17.6
2024-25,S,30,66522,6028328,Orange,Garden Grove Unified,Earl Warren Elementary,No,No,SD,116,29,25.0
2024-25,S,30,66522,6028328,Orange,Garden Grove Unified,Earl Warren Elementary,No,No,SE,157,32,20.4
2024-25,S,30,66522,6028328,Orange,Garden Grove Unified,Earl Warren Elementary,No,No,SF,*,*,*
2024-25,S,30,66522,6028328,Orange,Garden Grove Unified,Earl Warren Elementary,No,No,SH,19,4,21.1
2024-25,S,30,66522,6028328,Orange,Garden Grove Unified,Earl Warren Elementary,No,No,SS,401,94,23.4
2024-25,S,30,66522,6028328,Orange,Garden Grove Unified,Earl Warren Elementary,No,No,TA,480,98,20.4
2024-25,S,30,66522,6028336,Orange,Garden Grove Unified,Edward Russell Elementary,No,No,GF,236,29,12.3
2024-25,S,30,66522,6028336,Orange,Garden Grove Unified,Edward Russell Elementary,No,No,GM,242,41,16.9
2024-25,S,30,66522,6028336,Orange,Garden Grove Unified,Edward Russell Elementary,No,No,GR13,189,27,14.3
2024-25,S,30,66522,6028336,Orange,Garden Grove Unified,Edward Russell Elementary,No,No,GR46,187,16,8.6
2024-25,S,30,66522,6028336,Orange,Garden Grove Unified,Edward Russell Elementary,No,No,GRTK8,478,70,14.6
2024-25,S,30,66522,6028336,Orange,Garden Grove Unified,Edward Russell Elementary,No,No,GRTKKN,102,27,26.5
2024-25,S,30,66522,6028336,Orange,Garden Grove Unified,Edward Russell Elementary,No,No,RA,*,*,*
2024-25,S,30,66522,6028336,Orange,Garden Grove Unified,Edward Russell Elementary,No,No,RB,*,*,*
2024-25,S,30,66522,6028336,Orange,Garden Grove Unified,Edward Russell Elementary,No,No,RD,*,*,*
2024-25,S,30,66522,6028336,Orange,Garden Grove Unified,Edward Russell Elementary,No,No,RF,*,*,*
2024-25,S,30,66522,6028336,Orange,Garden Grove Unified,Edward Russell Elementary,No,No,RH,456,69,15.1
2024-25,S,30,66522,6028336,Orange,Garden Grove Unified,Edward Russell Elementary,No,No,RI,*,*,*
2024-25,S,30,66522,6028336,Orange,Garden Grove Unified,Edward Russell Elementary,No,No,RP,*,*,*
2024-25,S,30,66522,6028336,Orange,Garden Grove Unified,Edward Russell Elementary,No,No,RT,*,*,*
2024-25,S,30,66522,6028336,Orange,Garden Grove Unified,Edward Russell Elementary,No,No,RW,11,1,9.1
2024-25,S,30,66522,6028336,Orange,Garden Grove Unified,Edward Russell Elementary,No,No,SD,66,12,18.2
2024-25,S,30,66522,6028336,Orange,Garden Grove Unified,Edward Russell Elementary,No,No,SE,283,35,12.4
2024-25,S,30,66522,6028336,Orange,Garden Grove Unified,Edward Russell Elementary,No,No,SF,*,*,*
2024-25,S,30,66522,6028336,Orange,Garden Grove Unified,Edward Russell Elementary,No,No,SH,40,9,22.5
2024-25,S,30,66522,6028336,Orange,Garden Grove Unified,Edward Russell Elementary,No,No,SM,*,*,*
2024-25,S,30,66522,6028336,Orange,Garden Grove Unified,Edward Russell Elementary,No,No,SS,446,68,15.2
2024-25,S,30,66522,6028336,Orange,Garden Grove Unified,Edward Russell Elementary,No,No,TA,478,70,14.6
2024-25,S,30,66522,6028344,Orange,Garden Grove Unified,Ernest O. Lawrence Elementary,No,No,GF,213,40,18.8
2024-25,S,30,66522,6028344,Orange,Garden Grove Unified,Ernest O. Lawrence Elementary,No,No,GM,249,42,16.9
2024-25,S,30,66522,6028344,Orange,Garden Grove Unified,Ernest O. Lawrence Elementary,No,No,GR13,192,34,17.7
2024-25,S,30,66522,6028344,Orange,Garden Grove Unified,Ernest O. Lawrence Elementary,No,No,GR46,180,28,15.6
2024-25,S,30,66522,6028344,Orange,Garden Grove Unified,Ernest O. Lawrence Elementary,No,No,GRTK8,463,82,17.7
2024-25,S,30,66522,6028344,Orange,Garden Grove Unified,Ernest O. Lawrence Elementary,No,No,GRTKKN,91,20,22.0
2024-25,S,30,66522,6028344,Orange,Garden Grove Unified,Ernest O. Lawrence Elementary,No,No,GX,*,*,*
2024-25,S,30,66522,6028344,Orange,Garden Grove Unified,Ernest O. Lawrence Elementary,No,No,RA,149,16,10.7
2024-25,S,30,66522,6028344,Orange,Garden Grove Unified,Ernest O. Lawrence Elementary,No,No,RB,*,*,*
2024-25,S,30,66522,6028344,Orange,Garden Grove Unified,Ernest O. Lawrence Elementary,No,No,RD,*,*,*
2024-25,S,30,66522,6028344,Orange,Garden Grove Unified,Ernest O. Lawrence Elementary,No,No,RF,12,2,16.7
2024-25,S,30,66522,6028344,Orange,Garden Grove Unified,Ernest O. Lawrence Elementary,No,No,RH,266,57,21.4
2024-25,S,30,66522,6028344,Orange,Garden Grove Unified,Ernest O. Lawrence Elementary,No,No,RI,*,*,*
2024-25,S,30,66522,6028344,Orange,Garden Grove Unified,Ernest O. Lawrence Elementary,No,No,RP,*,*,*
2024-25,S,30,66522,6028344,Orange,Garden Grove Unified,Ernest O. Lawrence Elementary,No,No,RT,*,*,*
2024-25,S,30,66522,6028344,Orange,Garden Grove Unified,Ernest O. Lawrence Elementary,No,No,RW,13,3,23.1
2024-25,S,30,66522,6028344,Orange,Garden Grove Unified,Ernest O. Lawrence Elementary,No,No,SD,129,32,24.8
2024-25,S,30,66522,6028344,Orange,Garden Grove Unified,Ernest O. Lawrence Elementary,No,No,SE,176,26,14.8
2024-25,S,30,66522,6028344,Orange,Garden Grove Unified,Ernest O. Lawrence Elementary,No,No,SF,*,*,*
2024-25,S,30,66522,6028344,Orange,Garden Grove Unified,Ernest O. Lawrence Elementary,No,No,SH,18,12,66.7
2024-25,S,30,66522,6028344,Orange,Garden Grove Unified,Ernest O. Lawrence Elementary,No,No,SS,403,79,19.6
2024-25,S,30,66522,6028344,Orange,Garden Grove Unified,Ernest O. Lawrence Elementary,No,No,TA,463,82,17.7
2024-25,S,30,66522,6028369,Orange,Garden Grove Unified,Ethan B. Allen Elementary,No,No,GF,327,11,3.4
2024-25,S,30,66522,6028369,Orange,Garden Grove Unified,Ethan B. Allen Elementary,No,No,GM,317,11,3.5
2024-25,S,30,66522,6028369,Orange,Garden Grove Unified,Ethan B. Allen Elementary,No,No,GR13,234,9,3.8
2024-25,S,30,66522,6028369,Orange,Garden Grove Unified,Ethan B. Allen Elementary,No,No,GR46,317,5,1.6
2024-25,S,30,66522,6028369,Orange,Garden Grove Unified,Ethan B. Allen Elementary,No,No,GRTK8,644,22,3.4
2024-25,S,30,66522,6028369,Orange,Garden Grove Unified,Ethan B. Allen Elementary,No,No,GRTKKN,93,8,8.6
2024-25,S,30,66522,6028369,Orange,Garden Grove Unified,Ethan B. Allen Elementary,No,No,RA,494,12,2.4
2024-25,S,30,66522,6028369,Orange,Garden Grove Unified,Ethan B. Allen Elementary,No,No,RB,*,*,*
2024-25,S,30,66522,6028369,Orange,Garden Grove Unified,Ethan B. Allen Elementary,No,No,RD,12,2,16.7
2024-25,S,30,66522,6028369,Orange,Garden Grove Unified,Ethan B. Allen Elementary,No,No,RF,*,*,*
2024-25,S,30,66522,6028369,Orange,Garden Grove Unified,Ethan B. Allen Elementary,No,No,RH,67,2,3.0
2024-25,S,30,66522,6028369,Orange,Garden Grove Unified,Ethan B. Allen Elementary,No,No,RI,*,*,*
2024-25,S,30,66522,6028369,Orange,Garden Grove Unified,Ethan B. Allen Elementary,No,No,RP,*,*,*
2024-25,S,30,66522,6028369,Orange,Garden Grove Unified,Ethan B. Allen Elementary,No,No,RT,38,3,7.9
2024-25,S,30,66522,6028369,Orange,Garden Grove Unified,Ethan B. Allen Elementary,No,No,RW,25,2,8.0
2024-25,S,30,66522,6028369,Orange,Garden Grove Unified,Ethan B. Allen Elementary,No,No,SD,54,2,3.7
2024-25,S,30,66522,6028369,Orange,Garden Grove Unified,Ethan B. Allen Elementary,No,No,SE,88,4,4.5
2024-25,S,30,66522,6028369,Orange,Garden Grove Unified,Ethan B. Allen Elementary,No,No,SH,*,*,*
2024-25,S,30,66522,6028369,Orange,Garden Grove Unified,Ethan B. Allen Elementary,No,No,SS,339,11,3.2
2024-25,S,30,66522,6028369,Orange,Garden Grove Unified,Ethan B. Allen Elementary,No,No,TA,644,22,3.4
2024-25,S,30,66522,6028377,Orange,Garden Grove Unified,Ethel M. Evans Elementary,No,No,GF,215,27,12.6
2024-25,S,30,66522,6028377,Orange,Garden Grove Unified,Ethel M. Evans Elementary,No,No,GM,214,24,11.2
2024-25,S,30,66522,6028377,Orange,Garden Grove Unified,Ethel M. Evans Elementary,No,No,GR13,164,24,14.6
2024-25,S,30,66522,6028377,Orange,Garden Grove Unified,Ethel M. Evans Elementary,No,No,GR46,172,15,8.7
2024-25,S,30,66522,6028377,Orange,Garden Grove Unified,Ethel M. Evans Elementary,No,No,GRTK8,429,51,11.9
2024-25,S,30,66522,6028377,Orange,Garden Grove Unified,Ethel M. Evans Elementary,No,No,GRTKKN,93,12,12.9
2024-25,S,30,66522,6028377,Orange,Garden Grove Unified,Ethel M. Evans Elementary,No,No,RA,165,7,4.2
2024-25,S,30,66522,6028377,Orange,Garden Grove Unified,Ethel M. Evans Elementary,No,No,RB,*,*,*
2024-25,S,30,66522,6028377,Orange,Garden Grove Unified,Ethel M. Evans Elementary,No,No,RD,*,*,*
2024-25,S,30,66522,6028377,Orange,Garden Grove Unified,Ethel M. Evans Elementary,No,No,RF,*,*,*
2024-25,S,30,66522,6028377,Orange,Garden Grove Unified,Ethel M. Evans Elementary,No,No,RH,233,38,16.3
2024-25,S,30,66522,6028377,Orange,Garden Grove Unified,Ethel M. Evans Elementary,No,No,RI,*,*,*
2024-25,S,30,66522,6028377,Orange,Garden Grove Unified,Ethel M. Evans Elementary,No,No,RP,*,*,*
2024-25,S,30,66522,6028377,Orange,Garden Grove Unified,Ethel M. Evans Elementary,No,No,RT,*,*,*
2024-25,S,30,66522,6028377,Orange,Garden Grove Unified,Ethel M. Evans Elementary,No,No,RW,15,4,26.7
2024-25,S,30,66522,6028377,Orange,Garden Grove Unified,Ethel M. Evans Elementary,No,No,SD,59,6,10.2
2024-25,S,30,66522,6028377,Orange,Garden Grove Unified,Ethel M. Evans Elementary,No,No,SE,168,17,10.1
2024-25,S,30,66522,6028377,Orange,Garden Grove Unified,Ethel M. Evans Elementary,No,No,SH,14,4,28.6
2024-25,S,30,66522,6028377,Orange,Garden Grove Unified,Ethel M. Evans Elementary,No,No,SM,*,*,*
2024-25,S,30,66522,6028377,Orange,Garden Grove Unified,Ethel M. Evans Elementary,No,No,SS,347,47,13.5
2024-25,S,30,66522,6028377,Orange,Garden Grove Unified,Ethel M. Evans Elementary,No,No,TA,429,51,11.9
2024-25,S,30,66522,6028385,Orange,Garden Grove Unified,Excelsior Elementary,No,No,GF,229,23,10.0
2024-25,S,30,66522,6028385,Orange,Garden Grove Unified,Excelsior Elementary,No,No,GM,209,24,11.5
2024-25,S,30,66522,6028385,Orange,Garden Grove Unified,Excelsior Elementary,No,No,GR13,180,16,8.9
2024-25,S,30,66522,6028385,Orange,Garden Grove Unified,Excelsior Elementary,No,No,GR46,164,10,6.1
2024-25,S,30,66522,6028385,Orange,Garden Grove Unified,Excelsior Elementary,No,No,GRTK8,438,47,10.7
2024-25,S,30,66522,6028385,Orange,Garden Grove Unified,Excelsior Elementary,No,No,GRTKKN,94,21,22.3
2024-25,S,30,66522,6028385,Orange,Garden Grove Unified,Excelsior Elementary,No,No,RA,266,19,7.1
2024-25,S,30,66522,6028385,Orange,Garden Grove Unified,Excelsior Elementary,No,No,RB,*,*,*
2024-25,S,30,66522,6028385,Orange,Garden Grove Unified,Excelsior Elementary,No,No,RD,*,*,*
2024-25,S,30,66522,6028385,Orange,Garden Grove Unified,Excelsior Elementary,No,No,RF,*,*,*
2024-25,S,30,66522,6028385,Orange,Garden Grove Unified,Excelsior Elementary,No,No,RH,151,22,14.6
2024-25,S,30,66522,6028385,Orange,Garden Grove Unified,Excelsior Elementary,No,No,RI,*,*,*
2024-25,S,30,66522,6028385,Orange,Garden Grove Unified,Excelsior Elementary,No,No,RP,*,*,*
2024-25,S,30,66522,6028385,Orange,Garden Grove Unified,Excelsior Elementary,No,No,RT,*,*,*
2024-25,S,30,66522,6028385,Orange,Garden Grove Unified,Excelsior Elementary,No,No,RW,*,*,*
2024-25,S,30,66522,6028385,Orange,Garden Grove Unified,Excelsior Elementary,No,No,SD,66,8,12.1
2024-25,S,30,66522,6028385,Orange,Garden Grove Unified,Excelsior Elementary,No,No,SE,141,9,6.4
2024-25,S,30,66522,6028385,Orange,Garden Grove Unified,Excelsior Elementary,No,No,SF,*,*,*
2024-25,S,30,66522,6028385,Orange,Garden Grove Unified,Excelsior Elementary,No,No,SH,13,3,23.1
2024-25,S,30,66522,6028385,Orange,Garden Grove Unified,Excelsior Elementary,No,No,SS,355,42,11.8
2024-25,S,30,66522,6028385,Orange,Garden Grove Unified,Excelsior Elementary,No,No,TA,438,47,10.7
2024-25,S,30,66522,6028393,Orange,Garden Grove Unified,Faylane Elementary,No,No,GF,225,26,11.6
2024-25,S,30,66522,6028393,Orange,Garden Grove Unified,Faylane Elementary,No,No,GM,262,34,13.0
2024-25,S,30,66522,6028393,Orange,Garden Grove Unified,Faylane Elementary,No,No,GR13,185,21,11.4
2024-25,S,30,66522,6028393,Orange,Garden Grove Unified,Faylane Elementary,No,No,GR46,194,17,8.8
2024-25,S,30,66522,6028393,Orange,Garden Grove Unified,Faylane Elementary,No,No,GRTK8,487,60,12.3
2024-25,S,30,66522,6028393,Orange,Garden Grove Unified,Faylane Elementary,No,No,GRTKKN,108,22,20.4
2024-25,S,30,66522,6028393,Orange,Garden Grove Unified,Faylane Elementary,No,No,RA,182,11,6.0
2024-25,S,30,66522,6028393,Orange,Garden Grove Unified,Faylane Elementary,No,No,RB,*,*,*
2024-25,S,30,66522,6028393,Orange,Garden Grove Unified,Faylane Elementary,No,No,RD,*,*,*
2024-25,S,30,66522,6028393,Orange,Garden Grove Unified,Faylane Elementary,No,No,RF,*,*,*
2024-25,S,30,66522,6028393,Orange,Garden Grove Unified,Faylane Elementary,No,No,RH,241,37,15.4
2024-25,S,30,66522,6028393,Orange,Garden Grove Unified,Faylane Elementary,No,No,RI,*,*,*
2024-25,S,30,66522,6028393,Orange,Garden Grove Unified,Faylane Elementary,No,No,RP,*,*,*
2024-25,S,30,66522,6028393,Orange,Garden Grove Unified,Faylane Elementary,No,No,RT,11,2,18.2
2024-25,S,30,66522,6028393,Orange,Garden Grove Unified,Faylane Elementary,No,No,RW,27,4,14.8
2024-25,S,30,66522,6028393,Orange,Garden Grove Unified,Faylane Elementary,No,No,SD,90,10,11.1
2024-25,S,30,66522,6028393,Orange,Garden Grove Unified,Faylane Elementary,No,No,SE,145,17,11.7
2024-25,S,30,66522,6028393,Orange,Garden Grove Unified,Faylane Elementary,No,No,SF,*,*,*
2024-25,S,30,66522,6028393,Orange,Garden Grove Unified,Faylane Elementary,No,No,SH,12,2,16.7
2024-25,S,30,66522,6028393,Orange,Garden Grove Unified,Faylane Elementary,No,No,SS,385,48,12.5
2024-25,S,30,66522,6028393,Orange,Garden Grove Unified,Faylane Elementary,No,No,TA,487,60,12.3
2024-25,S,30,66522,6028401,Orange,Garden Grove Unified,Garden Park Elementary,No,No,GF,133,12,9.0
