Academic Year,Aggregate Level,County Code,District Code,School Code,County Name,District Name,School Name,Charter School,DASS,Reporting Category,ChronicAbsenteeismEligibleCumulativeEnrollment,ChronicAbsenteeismCount,ChronicAbsenteeismRate
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,Yes,SS,962,759,78.9
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,Yes,TA,990,783,79.1
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,Yes,GF,432,363,84.0
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,Yes,GM,558,420,75.3
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,Yes,GR78,*,*,*
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,Yes,GR912,983,778,79.1
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,Yes,GRTK8,*,*,*
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,Yes,RA,*,*,*
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,Yes,RB,*,*,*
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,Yes,RD,*,*,*
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,Yes,RF,*,*,*
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,Yes,RH,971,768,79.1
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,Yes,RI,*,*,*
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,Yes,RP,*,*,*
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,Yes,RT,*,*,*
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,Yes,RW,*,*,*
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,Yes,SD,111,86,77.5
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,Yes,SE,456,364,79.8
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,Yes,SF,25,23,92.0
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,Yes,SH,385,314,81.6
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,Yes,SM,13,9,69.2
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,Yes,SS,962,759,78.9
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,Yes,TA,990,783,79.1
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,All,GF,858,140,16.3
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,All,GM,921,150,16.3
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,All,GR13,665,97,14.6
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,All,GR46,758,114,15.0
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,All,GRTK8,1779,290,16.3
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,All,GRTKKN,356,79,22.2
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,All,RA,247,11,4.5
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,All,RB,64,12,18.8
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,All,RD,48,12,25.0
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,All,RF,93,7,7.5
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,All,RH,1078,208,19.3
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,All,RI,*,*,*
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,All,RP,18,7,38.9
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,All,RT,70,13,18.6
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,All,RW,159,20,12.6
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,All,SD,276,71,25.7
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,All,SE,549,68,12.4
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,All,SF,14,7,50.0
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,All,SH,209,42,20.1
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,All,SS,1473,265,18.0
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,All,TA,1779,290,16.3
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,All,GF,858,140,16.3
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,All,GM,921,150,16.3
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,All,GR13,665,97,14.6
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,All,GR46,758,114,15.0
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,All,GRTK8,1779,290,16.3
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,All,GRTKKN,356,79,22.2
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,All,RA,247,11,4.5
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,All,RB,64,12,18.8
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,All,RD,48,12,25.0
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,All,RF,93,7,7.5
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,All,RH,1078,208,19.3
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,All,RI,*,*,*
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,All,RP,18,7,38.9
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,All,RT,70,13,18.6
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,All,RW,159,20,12.6
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,All,SD,276,71,25.7
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,All,SE,549,68,12.4
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,All,SF,14,7,50.0
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,All,SH,209,42,20.1
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,All,SS,1473,265,18.0
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,All,TA,1779,290,16.3
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,No,GF,858,140,16.3
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,No,GM,921,150,16.3
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,No,GR13,665,97,14.6
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,No,GR46,758,114,15.0
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,No,GRTK8,1779,290,16.3
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,No,GRTKKN,356,79,22.2
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,No,RA,247,11,4.5
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,No,RB,64,12,18.8
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,No,RD,48,12,25.0
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,No,RF,93,7,7.5
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,No,RH,1078,208,19.3
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,No,RI,*,*,*
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,No,RP,18,7,38.9
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,No,RT,70,13,18.6
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,No,RW,159,20,12.6
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,No,SD,276,71,25.7
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,No,SE,549,68,12.4
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,No,SF,14,7,50.0
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,No,SH,209,42,20.1
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,No,SS,1473,265,18.0
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,All,No,TA,1779,290,16.3
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,No,GF,858,140,16.3
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,No,GM,921,150,16.3
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,No,GR13,665,97,14.6
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,No,GR46,758,114,15.0
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,No,GRTK8,1779,290,16.3
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,No,GRTKKN,356,79,22.2
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,No,RA,247,11,4.5
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,No,RB,64,12,18.8
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,No,RD,48,12,25.0
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,No,RF,93,7,7.5
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,No,RH,1078,208,19.3
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,No,RI,*,*,*
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,No,RP,18,7,38.9
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,No,RT,70,13,18.6
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,No,RW,159,20,12.6
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,No,SD,276,71,25.7
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,No,SE,549,68,12.4
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,No,SF,14,7,50.0
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,No,SH,209,42,20.1
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,No,SS,1473,265,18.0
2024-25,D,30,66696,0,Orange,Savanna Elementary,District Office,No,No,TA,1779,290,16.3
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,All,GF,3911,416,10.6
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,All,GM,4190,468,11.2
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,All,GR13,2299,220,9.6
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,All,GR46,2673,244,9.1
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,All,GR78,1819,230,12.6
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,All,GRTK8,8103,884,10.9
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,All,GRTKKN,1312,190,14.5
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,All,GX,*,*,*
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,All,RA,2878,104,3.6
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,All,RB,65,26,40.0
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,All,RD,93,12,12.9
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,All,RF,89,4,4.5
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,All,RH,3787,589,15.6
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,All,RI,14,2,14.3
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,All,RP,46,18,39.1
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,All,RT,285,27,9.5
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,All,RW,846,102,12.1
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,All,SD,1158,216,18.7
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,All,SE,2618,284,10.8
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,All,SF,61,17,27.9
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,All,SH,698,159,22.8
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,All,SS,6110,779,12.7
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,All,TA,8103,884,10.9
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,All,GF,3911,416,10.6
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,All,GM,4190,468,11.2
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,All,GR13,2299,220,9.6
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,All,GR46,2673,244,9.1
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,All,GR78,1819,230,12.6
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,All,GRTK8,8103,884,10.9
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,All,GRTKKN,1312,190,14.5
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,All,GX,*,*,*
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,All,RA,2878,104,3.6
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,All,RB,65,26,40.0
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,All,RD,93,12,12.9
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,All,RF,89,4,4.5
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,All,RH,3787,589,15.6
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,All,RI,14,2,14.3
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,All,RP,46,18,39.1
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,All,RT,285,27,9.5
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,All,RW,846,102,12.1
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,All,SD,1158,216,18.7
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,All,SE,2618,284,10.8
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,All,SF,61,17,27.9
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,All,SH,698,159,22.8
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,All,SS,6110,779,12.7
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,All,TA,8103,884,10.9
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,No,GF,3911,416,10.6
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,No,GM,4190,468,11.2
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,No,GR13,2299,220,9.6
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,No,GR46,2673,244,9.1
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,No,GR78,1819,230,12.6
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,No,GRTK8,8103,884,10.9
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,No,GRTKKN,1312,190,14.5
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,No,GX,*,*,*
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,No,RA,2878,104,3.6
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,No,RB,65,26,40.0
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,No,RD,93,12,12.9
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,No,RF,89,4,4.5
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,No,RH,3787,589,15.6
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,No,RI,14,2,14.3
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,No,RP,46,18,39.1
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,No,RT,285,27,9.5
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,No,RW,846,102,12.1
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,No,SD,1158,216,18.7
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,No,SE,2618,284,10.8
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,No,SF,61,17,27.9
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,No,SH,698,159,22.8
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,No,SS,6110,779,12.7
2024-25,D,30,66746,0,Orange,Westminster,District Office,All,No,TA,8103,884,10.9
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,No,GF,3911,416,10.6
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,No,GM,4190,468,11.2
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,No,GR13,2299,220,9.6
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,No,GR46,2673,244,9.1
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,No,GR78,1819,230,12.6
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,No,GRTK8,8103,884,10.9
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,No,GRTKKN,1312,190,14.5
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,No,GX,*,*,*
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,No,RA,2878,104,3.6
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,No,RB,65,26,40.0
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,No,RD,93,12,12.9
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,No,RF,89,4,4.5
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,No,RH,3787,589,15.6
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,No,RI,14,2,14.3
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,No,RP,46,18,39.1
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,No,RT,285,27,9.5
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,No,RW,846,102,12.1
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,No,SD,1158,216,18.7
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,No,SE,2618,284,10.8
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,No,SF,61,17,27.9
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,No,SH,698,159,22.8
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,No,SS,6110,779,12.7
2024-25,D,30,66746,0,Orange,Westminster,District Office,No,No,TA,8103,884,10.9
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,All,All,GF,11001,1538,14.0
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,All,All,GM,12087,1587,13.1
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,All,All,GR13,4811,463,9.6
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,All,All,GR46,5124,459,9.0
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,All,All,GR78,3416,371,10.9
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,All,All,GR912,7742,1496,19.3
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,All,All,GRTK8,15363,1635,10.6
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,All,All,GRTKKN,2012,342,17.0
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,All,All,GX,17,6,35.3
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,All,All,RA,2265,169,7.5
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,All,All,RB,265,52,19.6
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,All,All,RD,174,14,8.0
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,All,All,RF,789,77,9.8
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,All,All,RH,9155,1568,17.1
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,All,All,RI,30,7,23.3
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,All,All,RP,61,17,27.9
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,All,All,RT,1970,216,11.0
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,All,All,RW,8396,1011,12.0
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,All,All,SD,3438,696,20.2
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,All,All,SE,3398,637,18.7
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,All,All,SF,110,27,24.5
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,All,All,SH,2245,506,22.5
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,All,All,SS,10662,2047,19.2
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,All,All,TA,23105,3131,13.6
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,No,All,GF,11001,1538,14.0
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,No,All,GM,12087,1587,13.1
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,No,All,GR13,4811,463,9.6
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,No,All,GR46,5124,459,9.0
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,No,All,GR78,3416,371,10.9
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,No,All,GR912,7742,1496,19.3
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,No,All,GRTK8,15363,1635,10.6
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,No,All,GRTKKN,2012,342,17.0
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,No,All,GX,17,6,35.3
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,No,All,RA,2265,169,7.5
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,No,All,RB,265,52,19.6
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,No,All,RD,174,14,8.0
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,No,All,RF,789,77,9.8
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,No,All,RH,9155,1568,17.1
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,No,All,RI,30,7,23.3
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,No,All,RP,61,17,27.9
2024-25,D,30,73635,0,Orange,Saddleback Valley Unified,District Office,No,All,RT,1970,216,11.0
